time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,schools_with_sixth_form_capacity_reported,reported_sixth_form_places,sixth_form_pupils_on_roll
202122,Academic year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,4,1045,1036
202122,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,2,510,266
202122,Academic year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,3,925,569
202122,Academic year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,1,220,160
202122,Academic year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,3,796,579
202122,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,13,3178,2248
202122,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,1,300,308
202122,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,16,4408,2764
202122,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,1,97,78
202122,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,27,5900,5120
202122,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,5,1325,921
202122,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,10,2314,1578
202122,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,15,4177,3241
202122,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,6,1748,1183
202122,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,x,x,x
202122,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,11,2427,1373
202122,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,3,1020,914
202122,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,1,180,134
202122,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,1,150,114
202122,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,1,300,308
202122,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,z,z,z
202122,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,11,3012,2732
202122,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,2,550,450
202122,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,2,650,168
202122,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,4,1420,833
202122,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,15,4303,3448
202122,Academic year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,6,1650,843
202122,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,1,230,170
202122,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,16,4339,3631
202122,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,14,3010,2571
202122,Academic year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,26,5990,3878
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,1,300,240
202122,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,14,3069,1678
