time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,school_main_phase,count_schools,school_places,pupils_on_roll,at_or_over_capacity_schools,percent_at_or_over_capacity_schools,pupils_over_capacity,percent_pupils_over_capacity,under_capacity_schools,percent_under_capacity_schools,unfilled_places,percent_unfilled_places
201819,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Secondary,15,12960,11523,4,26.66666667,150,1.157407,11,73.33333333,1587,12.24537
201819,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Total,99,44821,39107,22,22.22222222,189,0.421677,77,77.77777778,5903,13.170166
201819,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Primary,85,27030,24453,21,24.70588235,102,0.377358,64,75.29411765,2679,9.91121
201819,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Secondary,14,17791,14654,1,7.142857143,87,0.489011,13,92.85714286,3224,18.121522
201819,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Total,92,37721,34411,27,29.34782609,196,0.519604,65,70.65217391,3506,9.294557
201819,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Primary,76,22582,20999,23,30.26315789,125,0.553538,53,69.73684211,1708,7.563546
201819,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Secondary,16,15139,13412,4,25,71,0.468987,12,75,1798,11.87661
201819,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Total,84,41537,39118,38,45.23809524,664,1.598575,46,54.76190476,3083,7.422298
201819,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Primary,65,21587,21083,33,50.76923077,428,1.982675,32,49.23076923,932,4.317413
201819,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Secondary,19,19950,18035,5,26.31578947,236,1.182957,14,73.68421053,2151,10.781955
201819,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Total,121,48888,44781,30,24.79338843,473,0.967518,91,75.20661157,4580,9.368352
201819,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Primary,101,27346,26520,29,28.71287129,453,1.656549,72,71.28712871,1279,4.677101
201819,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Secondary,20,21542,18261,1,5,20,0.092842,19,95,3301,15.323554
201819,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Total,57,22060,18545,8,14.03508772,84,0.38078,49,85.96491228,3599,16.314597
201819,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Primary,49,11631,10330,6,12.24489796,29,0.249334,43,87.75510204,1330,11.434958
201819,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Secondary,8,10429,8215,2,25,55,0.527376,6,75,2269,21.75664
201819,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Total,82,34348,30761,14,17.07317073,142,0.413416,68,82.92682927,3729,10.856527
201819,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Primary,69,19169,17875,13,18.84057971,92,0.479942,56,81.15942029,1386,7.230424
201819,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Secondary,13,15179,12886,1,7.692307692,50,0.329402,12,92.30769231,2343,15.435799
201819,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Total,566,184045,165634,139,24.55830389,1135,0.616697,427,75.44169611,19546,10.620229
201819,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Primary,483,105696,98049,123,25.46583851,732,0.692552,360,74.53416149,8379,7.927452
201819,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Secondary,83,78349,67585,16,19.27710843,403,0.514365,67,80.72289157,11167,14.252894
201819,Academic year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Total,67,29318,26125,14,20.89552239,65,0.221707,53,79.10447761,3258,11.112627
201819,Academic year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Primary,55,16473,15033,12,21.81818182,40,0.242822,43,78.18181818,1480,8.984399
201819,Academic year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Secondary,12,12845,11092,2,16.66666667,25,0.194628,10,83.33333333,1778,13.841962
201819,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Total,39,21273,18057,3,7.692307692,18,0.084614,36,92.30769231,3234,15.202369
201819,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Primary,31,12251,11305,3,9.677419355,18,0.146927,28,90.32258065,964,7.868745
201819,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Secondary,8,9022,6752,0,0,0,0,8,100,2270,25.160718
201819,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Total,147,57642,52101,37,25.17006803,399,0.692204,110,74.82993197,5940,10.304986
201819,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Primary,124,31986,29374,30,24.19354839,143,0.447071,94,75.80645161,2755,8.613143
201819,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Secondary,23,25656,22727,7,30.43478261,256,0.997817,16,69.56521739,3185,12.41425
201819,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Total,150,54883,47611,36,24,302,0.550261,114,76,7574,13.800266
201819,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Primary,130,30919,27476,31,23.84615385,180,0.582166,99,76.15384615,3623,11.717714
201819,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Secondary,20,23964,20135,5,25,122,0.509097,15,75,3951,16.487231
201819,Academic year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Total,308,79148,65172,62,20.12987013,753,0.951382,246,79.87012987,14729,18.609441
201819,Academic year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Primary,269,41708,35669,58,21.56133829,535,1.282728,211,78.43866171,6574,15.761964
201819,Academic year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Secondary,39,37440,29503,4,10.25641026,218,0.582265,35,89.74358974,8155,21.781517
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Total,87,34437,31707,23,26.43678161,190,0.551732,64,73.56321839,2920,8.479252
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Primary,77,20917,19610,23,29.87012987,190,0.908352,54,70.12987013,1497,7.156858
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Secondary,10,13520,12097,0,0,0,0,10,100,1423,10.525148
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Total,118,52751,43559,14,11.86440678,183,0.346913,104,88.13559322,9375,17.772175
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Primary,99,29770,26040,14,14.14141414,183,0.614713,85,85.85858586,3913,13.144105
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Secondary,19,22981,17519,0,0,0,0,19,100,5462,23.76746
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Total,110,46540,41303,20,18.18181818,146,0.313709,90,81.81818182,5383,11.566394
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Primary,94,25604,23150,19,20.21276596,111,0.433526,75,79.78723404,2565,10.017966
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Secondary,16,20936,18153,1,6.25,35,0.167176,15,93.75,2818,13.460069
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Total,163,84266,75753,35,21.47239264,763,0.905466,128,78.52760736,9276,11.007998
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Primary,133,46967,43761,30,22.55639098,341,0.726042,103,77.44360902,3547,7.552111
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Secondary,30,37299,31992,5,16.66666667,422,1.131398,25,83.33333333,5729,15.359661
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Total,189,100019,92417,41,21.69312169,524,0.5239,148,78.30687831,8126,8.124456
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Primary,156,57023,53459,32,20.51282051,140,0.245515,124,79.48717949,3704,6.495625
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Secondary,33,42996,38958,9,27.27272727,384,0.893106,24,72.72727273,4422,10.284678
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Total,95,37896,34770,19,20,82,0.216382,76,80,3208,8.465273
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Primary,82,20503,18885,18,21.95121951,80,0.390187,64,78.04878049,1698,8.281715
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Secondary,13,17393,15885,1,7.692307692,2,0.011499,12,92.30769231,1510,8.681654
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Total,170,69860,64264,34,20,198,0.283424,136,80,5794,8.29373
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Primary,142,39545,36995,29,20.42253521,159,0.402074,113,79.57746479,2709,6.850424
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Secondary,28,30315,27269,5,17.85714286,39,0.128649,23,82.14285714,3085,10.17648
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Total,265,126823,115515,85,32.0754717,1560,1.230061,180,67.9245283,12868,10.146425
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Primary,222,72095,68444,74,33.33333333,564,0.782301,148,66.66666667,4215,5.846453
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Secondary,43,54728,47071,11,25.58139535,996,1.819909,32,74.41860465,8653,15.810919
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Total,131,54868,48611,30,22.90076336,272,0.495735,101,77.09923664,6529,11.899468
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Primary,113,31634,28949,29,25.66371681,177,0.559525,84,74.33628319,2862,9.047228
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Secondary,18,23234,19662,1,5.555555556,95,0.408884,17,94.44444444,3667,15.782904
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Total,84,41505,37679,15,17.85714286,115,0.277075,69,82.14285714,3941,9.495242
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Primary,71,25505,23385,13,18.30985915,35,0.137228,58,81.69014085,2155,8.449324
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Secondary,13,16000,14294,2,15.38461538,80,0.5,11,84.61538462,1786,11.1625
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Total,141,53284,43491,22,15.60283688,205,0.384731,119,84.39716312,9998,18.763606
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Primary,123,27753,24413,22,17.88617886,205,0.738659,101,82.11382114,3545,12.773394
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Secondary,18,25531,19078,0,0,0,0,18,100,6453,25.275156
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Total,57,25249,22104,9,15.78947368,128,0.506951,48,84.21052632,3273,12.96289
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Primary,47,15058,13656,8,17.0212766,93,0.617612,39,82.9787234,1495,9.928277
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Secondary,10,10191,8448,1,10,35,0.34344,9,90,1778,17.446767
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Total,77,26983,23463,8,10.38961039,100,0.370604,68,88.31168831,3524,13.060075
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Primary,62,14990,13761,8,12.90322581,100,0.667111,54,87.09677419,1329,8.865911
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Secondary,15,11993,9702,0,0,0,0,14,93.33333333,2195,18.302343
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Total,347,94673,78936,69,19.88472622,845,0.892546,278,80.11527378,16582,17.515025
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Primary,304,50033,42899,60,19.73684211,448,0.895409,244,80.26315789,7582,15.153998
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,Secondary,43,44640,36037,9,20.93023256,397,0.889337,34,79.06976744,9000,20.16129
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Total,59,27217,24251,12,20.33898305,129,0.473968,47,79.66101695,3095,11.371569
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Primary,50,15807,13759,10,20,76,0.4808,40,80,2124,13.437085
201819,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Secondary,9,11410,10492,2,22.22222222,53,0.464505,7,77.77777778,971,8.510079
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Total,395,114937,102302,112,28.35443038,1451,1.262431,283,71.64556962,14086,12.255409
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Primary,350,65050,59670,104,29.71428571,1041,1.600307,246,70.28571429,6421,9.870869
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Secondary,45,49887,42632,8,17.77777778,410,0.821857,37,82.22222222,7665,15.364724
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Total,87,45598,40405,24,27.5862069,328,0.71933,63,72.4137931,5521,12.107987
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Primary,71,25079,23464,20,28.16901408,166,0.661908,51,71.83098592,1781,7.101559
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Secondary,16,20519,16941,4,25,162,0.789512,12,75,3740,18.227009
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Total,272,107819,95871,64,23.52941176,995,0.922843,208,76.47058824,12943,12.004378
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Primary,225,59681,54426,51,22.66666667,438,0.733902,174,77.33333333,5693,9.539049
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Secondary,47,48138,41445,13,27.65957447,557,1.15709,34,72.34042553,7250,15.060867
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Total,101,57235,53558,34,33.66336634,485,0.847384,67,66.33663366,4162,7.271774
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Primary,82,34458,33166,29,35.36585366,260,0.754542,53,64.63414634,1552,4.504034
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Secondary,19,22777,20392,5,26.31578947,225,0.987839,14,73.68421053,2610,11.458928
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Total,20,6301,5378,2,10,0,0,18,90,923,14.648468
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Primary,17,3436,2787,2,11.76470588,0,0,15,88.23529412,649,18.888242
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Secondary,3,2865,2591,0,0,0,0,3,100,274,9.5637
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Total,325,133041,114793,61,18.76923077,1019,0.765929,264,81.23076923,19267,14.482002
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Primary,280,72816,66468,53,18.92857143,459,0.630356,227,81.07142857,6807,9.34822
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Secondary,45,60225,48325,8,17.77777778,560,0.929846,37,82.22222222,12460,20.689083
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Total,92,47930,42723,11,11.95652174,49,0.102232,81,88.04347826,5256,10.965992
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Primary,75,28083,25902,9,12,31,0.110387,66,88,2212,7.876651
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Secondary,17,19847,16821,2,11.76470588,18,0.090694,15,88.23529412,3044,15.337331
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Total,334,116172,102373,57,17.06586826,970,0.834969,277,82.93413174,14769,12.713046
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Primary,280,62860,56065,47,16.78571429,400,0.636335,233,83.21428571,7195,11.446071
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Secondary,54,53312,46308,10,18.51851852,570,1.069178,44,81.48148148,7574,14.206933
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Total,299,131952,112943,42,14.04682274,332,0.251607,257,85.95317726,19341,14.657603
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Primary,257,73016,64526,36,14.0077821,201,0.275282,221,85.9922179,8691,11.902871
201819,Academic year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Secondary,42,58936,48417,6,14.28571429,131,0.222275,36,85.71428571,10650,18.070449
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Total,382,202704,190377,108,28.27225131,1618,0.798208,274,71.72774869,13945,6.879489
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Primary,295,113683,108784,82,27.79661017,728,0.640377,213,72.20338983,5627,4.949729
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Secondary,87,89021,81593,26,29.88505747,890,0.999764,61,70.11494253,8318,9.343863
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Total,107,58322,52872,11,10.28037383,121,0.207469,96,89.71962617,5571,9.552142
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Primary,85,33765,30967,6,7.058823529,15,0.044425,79,92.94117647,2813,8.331112
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Secondary,22,24557,21905,5,22.72727273,106,0.431649,17,77.27272727,2758,11.231014
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Total,97,48197,44797,23,23.71134021,197,0.408739,74,76.28865979,3597,7.46312
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Primary,78,28435,27137,19,24.35897436,129,0.453666,59,75.64102564,1427,5.018463
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Secondary,19,19762,17660,4,21.05263158,68,0.344095,15,78.94736842,2170,10.98067
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Total,113,59044,55853,52,46.01769912,515,0.872231,61,53.98230088,3706,6.276675
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Primary,94,34673,33883,49,52.12765957,433,1.24881,45,47.87234043,1223,3.52724
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Secondary,19,24371,21970,3,15.78947368,82,0.336465,16,84.21052632,2483,10.188339
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Total,74,39338,36458,17,22.97297297,251,0.63806,57,77.02702703,3131,7.959225
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Primary,59,19806,18954,13,22.03389831,47,0.237302,46,77.96610169,899,4.539029
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Secondary,15,19532,17504,4,26.66666667,204,1.04444,11,73.33333333,2232,11.427401
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Total,104,49430,47128,40,38.46153846,395,0.79911,64,61.53846154,2697,5.456201
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Primary,85,27034,26222,35,41.17647059,127,0.469779,50,58.82352941,939,3.473404
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Secondary,19,22396,20906,5,26.31578947,268,1.196642,14,73.68421053,1758,7.849616
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Total,92,45835,41967,30,32.60869565,227,0.495255,62,67.39130435,4095,8.934221
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Primary,72,24486,23761,28,38.88888889,161,0.657519,44,61.11111111,886,3.618394
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Secondary,20,21349,18206,2,10,66,0.309148,18,90,3209,15.031149
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Total,368,136407,116054,69,18.75,745,0.54616,299,81.25,21098,15.466948
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Primary,298,70941,63727,59,19.79865772,413,0.582174,239,80.20134228,7627,10.751188
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Secondary,70,65466,52327,10,14.28571429,332,0.507133,60,85.71428571,13471,20.577093
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Total,86,39567,36708,27,31.39534884,174,0.43976,59,68.60465116,3033,7.665479
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Primary,71,24107,23068,26,36.61971831,141,0.584892,45,63.38028169,1180,4.894844
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Secondary,15,15460,13640,1,6.666666667,33,0.213454,14,93.33333333,1853,11.98577
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Total,93,25215,22681,26,27.95698925,500,1.982947,67,72.04301075,3034,12.03252
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Primary,78,14536,13275,21,26.92307692,318,2.187672,57,73.07692308,1579,10.862686
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Secondary,15,10679,9406,5,33.33333333,182,1.704279,10,66.66666667,1455,13.624871
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Total,226,87935,76424,44,19.46902655,407,0.462842,182,80.53097345,11918,13.553193
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Primary,181,45210,40641,36,19.88950276,173,0.382659,145,80.11049724,4742,10.48883
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Secondary,45,42725,35783,8,17.77777778,234,0.547689,37,82.22222222,7176,16.795787
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Total,147,41531,36773,34,23.1292517,296,0.712721,113,76.8707483,5054,12.169223
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Primary,127,23105,20821,30,23.62204724,271,1.172906,97,76.37795276,2555,11.058213
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Secondary,20,18426,15952,4,20,25,0.135678,16,80,2499,13.562358
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Total,67,29429,27910,20,29.85074627,522,1.773761,47,70.14925373,2041,6.935336
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Primary,54,16998,16135,16,29.62962963,160,0.941287,38,70.37037037,1023,6.018355
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Secondary,13,12431,11775,4,30.76923077,362,2.912075,9,69.23076923,1018,8.189204
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Total,228,90099,80118,43,18.85964912,454,0.50389,185,81.14035088,10435,11.581705
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Primary,192,49353,44686,36,18.75,202,0.409296,156,81.25,4869,9.865662
201819,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Secondary,36,40746,35432,7,19.44444444,252,0.618466,29,80.55555556,5566,13.660237
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Total,61,41807,37049,2,3.278688525,3,0.007176,59,96.72131148,4761,11.388045
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Primary,48,25012,22790,1,2.083333333,0,0,47,97.91666667,2222,8.883736
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Secondary,13,16795,14259,1,7.692307692,3,0.017862,12,92.30769231,2539,15.117595
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Total,68,32318,26791,5,7.352941176,75,0.232069,63,92.64705882,5602,17.333993
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Primary,54,17911,15498,4,7.407407407,34,0.189827,50,92.59259259,2447,13.661995
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Secondary,14,14407,11293,1,7.142857143,41,0.284584,13,92.85714286,3155,21.899077
201819,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Total,125,48543,41294,19,15.2,225,0.463507,106,84.8,7474,15.396659
