time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,primary_planning_area_code,secondary_planning_area_code,school_laestab,school_urn,school_name,school_main_phase,school_phase,school_places,pupils_on_roll,primary_capacity,secondary_capacity,primary_pupils_on_roll,secondary_pupils_on_roll
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,z,1373013,3737043,135287,Seven Hills School,Secondary,SS,211,211,0,211,0,211
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,1373003,1373013,3737044,135815,Paces High Green School for Conductive Education,Secondary,AT,60,48,20,40,29,19
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,z,1380013,3807000,149519,Oastlers School,Secondary,SS,134,134,0,134,0,134
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,1380003,1380013,3807004,143533,High Park School,Secondary,AT,114,117,39,75,32,85
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,1380003,z,3807030,144891,Beckfoot Phoenix,Primary,PS,102,108,102,0,108,0
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,1380003,z,3807031,135228,Chellow Heights Special School,Primary,PS,248,235,248,0,235,0
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,z,1380013,3807032,135229,Beechcliffe Special School,Secondary,SS,224,247,0,224,0,247
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,z,1380013,3807033,139978,Co-op Academy Southfield,Secondary,SS,310,308,0,310,0,308
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,z,1380013,3807034,139977,Hazelbeck Special School,Secondary,SS,144,154,0,144,0,154
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,1380003,z,3807035,147117,Co-op Academy Delius,Primary,PS,171,171,171,0,171,0
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,1381003,1381013,3817005,107589,William Henry Smith School,Secondary,AT,87,79,40,47,27,52
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,1381003,z,3817008,107590,Wood Bank School,Primary,PS,112,112,112,0,112,0
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,z,1381013,3817009,107588,Ravenscliffe High School,Secondary,SS,240,241,0,240,0,241
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,1381003,z,3817010,107591,Highbury School,Primary,PS,104,104,104,0,104,0
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,1382003,1382013,3827000,107796,Hollybank School,Secondary,AT,45,31,33,12,20,11
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,1382003,1382013,3827001,107797,Woodley School and College,Secondary,AT,138,139,58,80,67,72
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,1382003,1382013,3827005,107799,Ravenshall School,Secondary,AT,200,208,45,155,47,161
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,1382003,1382013,3827010,107801,Southgate School,Secondary,AT,164,169,48,116,50,119
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,1382003,1382013,3827011,107802,Fairfield School,Secondary,AT,124,117,38,86,44,73
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,1382003,1382013,3827013,143227,Joseph Norton Academy,Secondary,AT,63,62,13,50,12,50
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,1382003,1382013,3827015,142420,Castle Hill: A Specialist College for Communication and Interaction,Secondary,AT,108,121,44,64,58,63
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,z,1383013,3837004,138380,Lighthouse School Leeds,Secondary,SS,80,82,0,80,0,82
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,1383003,1383013,3837005,142630,Springwell Leeds Academy,Secondary,AT,320,318,79,241,77,241
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,1383003,1383013,3837007,145732,Penny Field School,Secondary,AT,61,61,43,18,42,19
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,1383003,1383013,3837008,148654,Green Meadows Academy,Secondary,AT,206,212,69,137,70,142
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,1383003,1383013,3837015,108119,John Jamieson School,Secondary,AT,420,424,131,289,131,293
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,1383003,1383013,3837016,108120,"St John's Catholic Specialist School, Boston Spa",Secondary,AT,90,56,30,60,4,52
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,1383003,1383013,3837062,108123,Broomfield South SILC,Secondary,AT,227,226,59,168,58,168
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,1383003,1383013,3837072,108133,West Oaks School,Secondary,AT,415,409,153,262,149,260
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,1383003,1383013,3837074,134884,West Specialist Inclusive Learning Centre,Secondary,AT,205,245,61,144,75,170
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,z,1384013,3847002,108311,Highfield School,Secondary,SS,152,191,0,152,0,191
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,1384003,z,3847054,133718,Kingsland Primary School,Primary,PS,184,196,184,0,196,0
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,z,1384013,3847055,133719,Oakfield Park School,Secondary,SS,140,160,0,140,0,160
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,1384003,1384013,3847056,131526,High Well School,Secondary,MS,85,100,8,77,11,89
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",1810003,1810013,8107000,118138,Northcott School and Sixth Form College,Secondary,AT,128,134,10,118,10,124
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",1810003,1810013,8107006,146220,Frederick Holmes School,Secondary,AT,83,102,53,30,57,45
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",1810003,1810013,8107007,118140,Oakfield,Secondary,MS,110,103,1,109,0,103
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",1810003,1810013,8107008,139628,Tweendykes School,Secondary,AT,130,165,70,60,73,92
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",1810003,1810013,8107028,140904,Ganton School,Secondary,AT,160,167,65,95,66,101
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",1810003,1810013,8107029,142260,Bridgeview Special School,Primary,MP,65,65,64,1,65,0
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,1811003,1811013,8117016,118144,Kings Mill School,Secondary,AT,99,138,58,41,56,82
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,1811003,1811013,8117018,118145,St Anne's School and Sixth Form College,Secondary,AT,84,165,49,35,66,99
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,1811003,1811013,8117025,118148,Riverside Special School,Secondary,AT,110,137,64,46,37,100
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,1812003,1812013,8127011,137394,Humberston Park School,Secondary,AT,225,138,125,100,76,62
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,1812003,1812013,8127033,137363,Cambridge Park Academy,Secondary,AT,335,213,185,150,81,132
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,z,1813013,8137019,118146,St Hugh's Special School,Secondary,SS,156,173,0,156,0,173
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,1813003,z,8137020,118147,St Luke's Primary School,Primary,PS,162,165,162,0,165,0
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,1815003,1815013,8157002,121765,Breckenbrough School,Secondary,MS,38,67,3,35,8,59
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,1815003,1815013,8157003,148332,Forest Moor School,Secondary,MS,80,85,10,70,13,72
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,1815003,1815013,8157004,121766,Welburn Hall School,Secondary,AT,98,94,16,82,14,80
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,1815003,1815013,8157005,149474,Brompton Hall School,Secondary,AT,67,61,18,49,15,46
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,1815003,1815013,8157009,139482,The Woodlands Academy,Secondary,AT,132,134,52,80,56,78
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,1815003,1815013,8157015,121771,The Dales School,Secondary,AT,75,70,33,42,32,38
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,1815003,1815013,8157017,121772,Springhead School,Secondary,AT,97,94,38,59,37,57
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,1815003,1815013,8157022,147819,The Forest School,Secondary,AT,137,137,37,100,38,99
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,1815003,1815013,8157024,121776,Springwater School,Secondary,AT,110,110,35,75,34,76
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,1815003,1815013,8157027,121778,Brooklands School,Secondary,AT,88,89,32,56,32,57
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,815,E06000065,North Yorkshire,1815003,1815013,8157029,121779,Mowbray School,Secondary,AT,309,309,156,153,158,151
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,z,1816013,8167032,134727,Applefields School,Secondary,SS,197,197,0,197,0,197
202223,Academic year,School,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,1816003,z,8167033,144709,Hob Moor Oaks Academy,Primary,PS,106,114,106,0,114,0
202223,Academic year,School,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,1830003,1830013,8307000,131322,Holly House Special School,Secondary,AT,45,42,15,30,17,25
202223,Academic year,School,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,1830003,1830013,8307001,146058,Holbrook School for Autism,Secondary,AT,132,140,66,66,70,70
202223,Academic year,School,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,1830003,1830013,8307005,113031,Brackenfield Special School,Secondary,AT,155,157,95,60,94,63
202223,Academic year,School,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,1830003,1830013,8307006,147124,Ashgate Croft School,Secondary,AT,148,152,48,100,48,104
202223,Academic year,School,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,1830003,1830013,8307009,113033,Swanwick School and Sports College,Secondary,AT,92,96,12,80,12,84
202223,Academic year,School,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,1830003,1830013,8307012,147627,Stubbin Wood School,Secondary,AT,185,196,65,120,79,117
202223,Academic year,School,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,1830003,1830013,8307014,146052,Bennerley Fields School,Secondary,AT,95,96,30,65,38,58
202223,Academic year,School,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,1830003,1830013,8307017,146053,Peak School,Secondary,AT,78,77,28,50,27,50
202223,Academic year,School,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,1830003,1830013,8307018,113040,Alfreton Park Community Special School,Secondary,AT,125,124,55,70,56,68
202223,Academic year,School,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,1830003,1830013,8307019,146054,Stanton Vale School,Secondary,AT,95,95,40,55,42,53
202223,Academic year,School,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,z,1831013,8317021,147143,St Martins School,Secondary,SS,172,229,0,172,0,229
202223,Academic year,School,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,1831003,1831013,8317023,113044,Royal School for the Deaf Derby,Secondary,AT,145,106,40,105,30,76
202223,Academic year,School,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,1831003,z,8317024,147558,St Giles' Spencer Academy,Primary,PS,111,144,111,0,144,0
202223,Academic year,School,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,z,1831013,8317025,147137,St Clare's School,Secondary,SS,46,145,0,46,0,145
202223,Academic year,School,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,1831003,1831013,8317026,147491,Ivy House School,Secondary,AT,85,82,40,45,37,45
202223,Academic year,School,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,z,1831013,8317027,147132,St Andrew's Academy,Secondary,SS,58,145,0,58,0,145
202223,Academic year,School,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,z,1831013,8317029,135345,Kingsmead School,Secondary,SS,77,129,0,77,0,129
202223,Academic year,School,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,1855003,1855013,8557000,147858,The Fusion Academy,Secondary,AT,80,69,24,56,14,55
202223,Academic year,School,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,z,1855013,8557002,120348,Maplewell Hall School,Secondary,SS,287,300,0,287,0,300
202223,Academic year,School,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,1855003,1855013,8557003,148029,Foxfields Academy,Secondary,AT,60,59,35,25,17,42
202223,Academic year,School,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,1855003,1855013,8557005,138935,Wigston Birkett House Community Special School,Secondary,AT,236,242,118,118,125,117
202223,Academic year,School,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,1855003,1855013,8557006,120352,Ashmount School,Secondary,AT,168,195,84,84,89,106
202223,Academic year,School,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,1855003,1855013,8557008,137905,Forest Way School,Secondary,AT,265,271,141,124,137,134
202223,Academic year,School,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,1855003,1855013,8557215,134640,Birch Wood (Melton Area Special School),Secondary,AT,212,227,106,106,68,159
202223,Academic year,School,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,1855003,1855013,8557216,138156,Dorothy Goodman School Hinckley,Secondary,AT,369,387,184,185,180,207
202223,Academic year,School,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,1856003,1856013,8567003,138094,Ash Field Academy,Secondary,AT,164,166,59,105,61,105
202223,Academic year,School,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,1856003,1856013,8567213,120361,Nether Hall School,Secondary,AT,132,132,57,75,57,75
202223,Academic year,School,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,1856003,1856013,8567215,148165,Millgate School,Secondary,AT,130,126,20,110,20,106
202223,Academic year,School,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,1856003,z,8567217,130353,Oaklands School,Primary,PS,104,104,104,0,104,0
202223,Academic year,School,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,1856003,1856013,8567218,130371,Ellesmere College,Secondary,AT,433,418,155,278,148,270
202223,Academic year,School,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,1856003,1856013,8567220,148171,Keyham Lodge School,Secondary,MS,130,119,1,129,0,119
202223,Academic year,School,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,1856003,1856013,8567221,131099,West Gate School,Secondary,AT,187,187,69,118,69,118
202223,Academic year,School,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,1891003,1891013,8915950,138661,Foxwood Academy,Secondary,AT,113,113,31,82,31,82
202223,Academic year,School,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,z,1891013,8917000,140854,The Beech Academy,Secondary,SS,88,92,0,88,0,92
202223,Academic year,School,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,1891003,z,8917001,144024,Redgate Primary Academy,Primary,PS,55,56,55,0,56,0
202223,Academic year,School,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,1891003,1891013,8917004,149430,Fountaindale School,Secondary,AT,72,77,38,34,42,35
202223,Academic year,School,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,1891003,1891013,8917012,122949,Derrymount School,Secondary,AT,93,96,14,79,16,80
202223,Academic year,School,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,1891003,1891013,8917018,144643,Yeoman Park Academy,Secondary,AT,111,109,40,71,40,69
202223,Academic year,School,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,1891003,1891013,8917019,122953,Carlton Digby School,Secondary,AT,91,91,43,48,43,48
202223,Academic year,School,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,1891003,1891013,8917021,122955,St Giles School,Secondary,AT,156,158,61,95,62,96
202223,Academic year,School,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,1891003,1891013,8917022,122956,Dawn House School,Secondary,AT,96,80,12,84,11,69
202223,Academic year,School,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,1891003,1891013,8917023,122957,Ash Lea School,Secondary,AT,100,100,36,64,36,64
202223,Academic year,School,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,1891003,1891013,8917032,122961,Bracken Hill School,Secondary,AT,154,154,56,98,56,98
202223,Academic year,School,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,1891003,1891013,8917041,130996,Newark Orchard School,Secondary,AT,159,159,49,110,49,110
202223,Academic year,School,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,1892003,1892013,8927026,137915,Nethergate Academy,Secondary,AT,132,167,40,92,46,121
202223,Academic year,School,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,1892003,1892013,8927033,144321,Woodlands Academy,Secondary,AT,89,88,28,61,25,63
202223,Academic year,School,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,1892003,1892013,8927035,122964,Rosehill School,Secondary,AT,95,116,35,60,35,81
202223,Academic year,School,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,1892003,1892013,8927040,144320,Westbury Academy,Secondary,AT,112,106,30,82,25,81
202223,Academic year,School,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,1892003,1892013,8927041,134889,Sutherland House School,Secondary,AT,70,62,35,35,16,46
202223,Academic year,School,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,1892003,1892013,8927042,135573,Oak Field School,Secondary,AT,126,161,60,66,59,102
202223,Academic year,School,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,1925003,1925013,9257002,141253,Ambergate Sports College,Secondary,AT,140,174,37,103,51,123
202223,Academic year,School,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,1925003,1925013,9257005,141254,The Grantham Sandon School,Secondary,AT,56,74,17,39,20,54
202223,Academic year,School,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,1925003,z,9257008,143257,Gosberton House Academy,Primary,PS,90,103,90,0,103,0
202223,Academic year,School,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,1925003,1925013,9257009,142667,Tulip Academy,Secondary,AT,202,211,30,172,33,178
202223,Academic year,School,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,1925003,1925013,9257010,142666,Boston Endeavour Academy,Secondary,AT,140,126,42,98,52,74
202223,Academic year,School,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,1925003,1925013,9257012,120753,The Pilgrim School,Secondary,AT,80,9,6,74,0,9
202223,Academic year,School,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,1925003,1925013,9257015,120754,The Lincoln St Christopher's School,Secondary,AT,200,227,130,70,75,152
202223,Academic year,School,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,1925003,1925013,9257016,120755,"The St Francis Special School, Lincoln",Secondary,AT,128,160,54,74,66,94
202223,Academic year,School,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,1925003,1925013,9257021,142308,St Lawrence School,Secondary,AT,142,180,26,116,32,148
202223,Academic year,School,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,1925003,1925013,9257024,139625,"The Eresby School, Spilsby",Secondary,AT,84,86,25,59,37,49
202223,Academic year,School,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,1925003,1925013,9257025,142309,St Bernard's School,Secondary,AT,100,98,39,61,39,59
202223,Academic year,School,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,1925003,1925013,9257028,147414,Willoughby Academy,Secondary,AT,148,132,76,72,66,66
202223,Academic year,School,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,1925003,1925013,9257029,139316,Greenfields Academy,Secondary,AT,78,81,24,54,30,51
202223,Academic year,School,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,z,1925013,9257030,142510,Woodlands Academy,Secondary,SS,60,65,0,60,0,65
202223,Academic year,School,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,1925003,z,9257031,134229,Fortuna School,Primary,PS,72,78,72,0,78,0
202223,Academic year,School,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,z,1925013,9257032,131277,Athena School,Secondary,SS,104,106,0,104,0,106
202223,Academic year,School,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,1925003,z,9257033,142168,Warren Wood - A Specialist Academy,Primary,PS,108,110,108,0,110,0
202223,Academic year,School,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,z,1925013,9257034,142136,Aegir - A Specialist Academy,Secondary,SS,127,127,0,127,0,127
202223,Academic year,School,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,1940003,1940013,9407003,145906,Red Kite Academy,Secondary,AT,135,137,55,80,55,82
202223,Academic year,School,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,z,1940013,9407007,148583,Chelveston Road School,Secondary,SS,57,57,0,57,0,57
202223,Academic year,School,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,z,1940013,9407008,141791,Isebrook School,Secondary,SS,248,250,0,248,0,250
202223,Academic year,School,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,z,1940013,9407010,144684,Wren Spinney Community School,Secondary,SS,88,88,0,88,0,88
202223,Academic year,School,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,1940003,z,9407026,137875,Kingsley Special Academy,Primary,PS,156,161,156,0,161,0
202223,Academic year,School,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,z,1940013,9407029,140277,Friars Academy,Secondary,SS,148,148,0,148,0,148
202223,Academic year,School,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,1940003,z,9407031,131079,Rowan Gate Primary School -Two Sites and Satellite,Primary,PS,221,231,221,0,231,0
202223,Academic year,School,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,1940003,1940013,9407033,138634,Maplefields Academy,Secondary,AT,110,114,32,78,32,82
202223,Academic year,School,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,1941003,1941013,9417000,142783,Daventry Hill School,Secondary,AT,200,205,80,120,84,121
202223,Academic year,School,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,1941003,1941013,9417002,144759,Purple Oaks Academy,Secondary,AT,100,116,50,50,62,54
202223,Academic year,School,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,1941003,z,9417014,122160,Fairfields School,Primary,PS,120,124,120,0,124,0
202223,Academic year,School,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,z,1941013,9417017,137354,Northgate School Arts College,Secondary,SS,220,261,0,220,0,261
202223,Academic year,School,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,z,1941013,9417018,122162,The Gateway School,Secondary,SS,65,73,0,65,0,73
202223,Academic year,School,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,z,1941013,9417019,141726,Greenfields Specialist School for Communication,Secondary,SS,90,93,0,90,0,93
202223,Academic year,School,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,1941003,1941013,9417020,140436,Billing Brook Special School,Secondary,AT,245,256,80,165,81,175
202223,Academic year,School,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,1941003,z,9417028,149367,Kings Meadow School,Primary,PS,56,41,56,0,41,0
202223,Academic year,School,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,1330003,z,3302207,148653,Leycroft Academy,Primary,PS,172,172,172,0,172,0
202223,Academic year,School,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,1330003,1330013,3307000,144336,Hallmoor School,Secondary,AT,264,259,61,203,60,199
202223,Academic year,School,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,z,1330013,3307001,146858,Queensbury School,Secondary,SS,276,271,0,276,0,271
202223,Academic year,School,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,1330003,1330013,3307004,148225,Mayfield School,Secondary,AT,310,299,109,201,106,193
202223,Academic year,School,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,1330003,1330013,3307005,148722,Lea Hall Academy,Secondary,AT,100,83,53,47,44,39
202223,Academic year,School,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,1330003,z,3307006,103600,Hamilton School,Primary,PS,115,128,115,0,128,0
202223,Academic year,School,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,1330003,1330013,3307009,103601,Victoria School,Secondary,AT,222,218,83,139,84,134
202223,Academic year,School,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,1330003,1330013,3307012,103603,Longwill A Primary School for Deaf Children,Primary,MP,60,58,58,2,58,0
202223,Academic year,School,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,1330003,1330013,3307013,141252,Calthorpe Academy,Secondary,AT,430,426,132,298,131,295
202223,Academic year,School,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,1330003,1330013,3307014,103605,Uffculme School,Secondary,AT,266,267,100,166,100,167
202223,Academic year,School,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,z,1330013,3307016,103606,Baskerville School,Secondary,SS,159,185,0,159,0,185
202223,Academic year,School,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,z,1330013,3307030,103611,Braidwood School for the Deaf,Secondary,SS,58,70,0,58,0,70
