time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,primary_planning_area_code,secondary_planning_area_code,school_laestab,school_urn,school_name,school_main_phase,school_phase,school_places,pupils_on_roll,primary_capacity,secondary_capacity,primary_pupils_on_roll,secondary_pupils_on_roll
202223,Academic year,School,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,1937003,1937013,9377006,144764,Quest Academy,Secondary,AT,80,100,20,60,13,87
202223,Academic year,School,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,1937003,1937013,9377007,148554,The Warwickshire Academy,Secondary,MS,80,32,20,60,8,24
202223,Academic year,School,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,1937003,1937013,9377023,145200,Brooke School,Secondary,AT,209,208,84,125,86,122
202223,Academic year,School,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,1937003,1937013,9377028,125805,Evergreen School,Secondary,AT,278,279,111,167,125,154
202223,Academic year,School,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,1937003,1937013,9377044,145486,Welcombe Hills School,Secondary,AT,180,181,72,108,74,107
202223,Academic year,School,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,z,1937013,9377046,139469,Oak Wood Secondary School,Secondary,SS,170,171,0,170,0,171
202223,Academic year,School,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,1937003,1937013,9377047,145224,Woodlands,Secondary,AT,214,217,85,129,91,126
202223,Academic year,School,E92000001,England,E12000006,East of England,821,E06000032,Luton,z,1821013,8217000,148558,Windmill Hill School,Secondary,SS,120,79,0,120,0,79
202223,Academic year,School,E92000001,England,E12000006,East of England,821,E06000032,Luton,1821003,z,8217014,109743,Richmond Hill School,Primary,PS,279,279,279,0,279,0
202223,Academic year,School,E92000001,England,E12000006,East of England,821,E06000032,Luton,z,1821013,8217015,109744,Woodlands Secondary School,Secondary,SS,260,265,0,260,0,265
202223,Academic year,School,E92000001,England,E12000006,East of England,821,E06000032,Luton,1821003,z,8217016,109745,Lady Zia Wernher School,Primary,PS,155,152,155,0,152,0
202223,Academic year,School,E92000001,England,E12000006,East of England,822,E06000055,Bedford,1822003,1822013,8225951,137469,St John's School,Secondary,AT,183,181,85,98,87,94
202223,Academic year,School,E92000001,England,E12000006,East of England,822,E06000055,Bedford,1822003,1822013,8227005,139374,Grange Academy,Secondary,AT,138,138,40,98,36,102
202223,Academic year,School,E92000001,England,E12000006,East of England,822,E06000055,Bedford,1822003,1822013,8227012,109742,Ridgeway School,Secondary,AT,95,92,47,48,44,48
202223,Academic year,School,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,1823003,1823013,8237006,137896,Weatherfield Academy,Secondary,AT,133,165,66,67,9,156
202223,Academic year,School,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,1823003,1823013,8237009,109739,Ivel Valley School & College,Secondary,AT,80,241,40,40,100,141
202223,Academic year,School,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,1823003,1823013,8237017,109746,The Chiltern School,Secondary,AT,280,303,140,140,167,136
202223,Academic year,School,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,1823003,1823013,8237018,140286,Oak Bank School,Secondary,MS,127,126,64,63,19,107
202223,Academic year,School,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,1873003,1873013,8737004,140882,Highfield Littleport Academy,Secondary,AT,134,137,52,82,54,83
202223,Academic year,School,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,z,1873013,8737006,142932,Riverside Meadows Academy,Secondary,SS,90,84,0,90,0,84
202223,Academic year,School,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,1873003,1873013,8737007,143111,Highfield Ely Academy,Secondary,AT,124,123,51,73,51,72
202223,Academic year,School,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,1873003,1873013,8737008,147661,The Martin Bacon Academy,Secondary,AT,130,125,65,65,65,60
202223,Academic year,School,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,1873003,1873013,8737011,148236,The Harbour School,Secondary,AT,104,98,41,63,45,53
202223,Academic year,School,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,1873003,1873013,8737012,148578,The Cavendish School,Secondary,AT,70,80,29,41,32,48
202223,Academic year,School,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,1873003,1873013,8737018,142557,Spring Common Academy,Secondary,AT,205,205,103,102,104,101
202223,Academic year,School,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,1873003,1873013,8737021,144055,Meadowgate Academy,Secondary,AT,175,176,70,105,71,105
202223,Academic year,School,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,1873003,1873013,8737023,110951,Samuel Pepys School,Secondary,AT,120,117,60,60,59,58
202223,Academic year,School,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,1873003,1873013,8737025,134937,Granta School,Secondary,AT,180,176,61,119,61,115
202223,Academic year,School,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,1873003,1873013,8737026,134972,"Castle School, Cambridge",Secondary,AT,220,220,92,128,91,129
202223,Academic year,School,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,z,1873013,8737092,137594,The Centre School,Secondary,SS,110,131,0,110,0,131
202223,Academic year,School,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,1874003,1874013,8747000,138271,Medeshamstede Academy,Secondary,AT,127,110,45,82,43,67
202223,Academic year,School,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,1874003,1874013,8747001,147944,Lime Academy Orton,Secondary,AT,153,151,70,83,70,81
202223,Academic year,School,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,1874003,1874013,8747013,110943,Marshfields School,Secondary,AT,191,176,22,169,27,149
202223,Academic year,School,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,1874003,1874013,8747020,110948,Heltwate School,Secondary,AT,210,207,110,100,109,98
202223,Academic year,School,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,1874003,1874013,8747025,149368,NeneGate,Secondary,AT,60,58,12,48,12,46
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8815951,146601,Endeavour Co-Operative Academy,Secondary,AT,88,150,15,73,25,125
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817000,141512,Langham Oaks,Secondary,MS,70,73,6,64,6,67
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817001,138219,The Pioneer School,Secondary,AT,165,166,85,80,87,79
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817002,141945,Grove House School,Secondary,AT,118,118,16,102,16,102
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817003,142612,Ramsden Hall Academy,Secondary,MS,100,101,8,92,8,93
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817004,144956,Southview School,Secondary,AT,78,79,38,40,36,43
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817005,148543,Chatten Free School,Secondary,AT,74,50,47,27,31,19
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817006,149335,The Hawthorns School,Secondary,AT,14,13,13,1,13,0
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,z,8817022,148708,Wells Park School,Primary,PS,56,56,56,0,56,0
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817030,144897,Kingswode Hoe School,Secondary,AT,104,152,23,81,24,128
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817036,115457,Cedar Hall School,Secondary,AT,130,170,25,105,32,138
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817044,145987,Oak View School,Secondary,AT,135,133,76,59,51,82
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817045,141765,Castledon School,Secondary,AT,164,223,31,133,41,182
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817048,115464,The Edith Borthwick School,Secondary,AT,229,239,119,110,100,139
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817050,115466,St John's RC School (Essex),Secondary,AT,100,100,50,50,17,83
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817054,115469,Glenwood School,Secondary,AT,221,222,128,93,128,94
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817060,115471,Shorefields School,Secondary,AT,156,156,87,69,87,69
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817063,137554,Thriftwood School,Secondary,AT,218,261,34,184,40,221
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817065,143589,Market Field School,Secondary,AT,339,444,86,253,114,330
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817069,115475,Lexden Springs School,Secondary,AT,224,269,154,70,183,86
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817070,131838,Harlow Fields School and College,Secondary,AT,153,150,61,92,60,90
202223,Academic year,School,E92000001,England,E12000006,East of England,881,E10000012,Essex,1881003,1881013,8817071,138122,Columbus School and College,Secondary,AT,273,273,162,111,162,111
202223,Academic year,School,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,1882003,1882013,8825950,138044,The St Christopher School,Secondary,AT,192,240,117,75,146,94
202223,Academic year,School,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,1882003,1882013,8827000,142940,Sutton House Academy,Secondary,AT,60,70,30,30,17,53
202223,Academic year,School,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,1882003,1882013,8827001,144692,Kingsdown School,Secondary,AT,120,124,75,45,80,44
202223,Academic year,School,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,z,1882013,8827004,144691,St Nicholas School,Secondary,SS,88,90,0,88,0,90
202223,Academic year,School,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,z,1882013,8827005,144693,Lancaster School,Secondary,SS,120,125,0,120,0,125
202223,Academic year,School,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,1883003,1883013,8837000,148539,Treetops Free School,Secondary,AT,140,110,73,67,79,31
202223,Academic year,School,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,1883003,1883013,8837032,144234,Treetops School,Secondary,AT,318,316,85,233,78,238
202223,Academic year,School,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,1883003,1883013,8837072,138736,Beacon Hill Academy,Secondary,AT,75,68,28,47,29,39
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,z,1919013,9197003,147679,Brandles School,Secondary,SS,70,69,0,70,0,69
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,z,1919013,9197004,141251,Pinewood School,Secondary,SS,204,205,0,204,0,205
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1919003,1919013,9197006,117665,St Elizabeth's School,Secondary,AT,80,37,36,44,4,33
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1919003,1919013,9197007,138485,Knightsfield School,Secondary,MS,65,65,5,60,6,59
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,z,1919013,9197008,117667,Garston Manor School,Secondary,SS,149,149,0,149,0,149
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,z,1919013,9197010,117669,The Valley School,Secondary,SS,172,171,0,172,0,171
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1919003,z,9197011,117670,Colnbrook School,Primary,PS,113,114,113,0,112,2
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1919003,1919013,9197012,117671,St Luke's School,Secondary,AT,160,163,21,139,22,141
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1919003,1919013,9197013,117672,The Collett School,Secondary,AT,130,130,44,86,44,86
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,z,1919013,9197014,142257,Hailey Hall School,Secondary,SS,78,79,0,78,0,79
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,z,1919013,9197016,117674,Batchwood School,Secondary,SS,101,104,0,101,0,104
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1919003,z,9197019,117676,Middleton School,Primary,PS,100,110,100,0,110,0
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1919003,1919013,9197022,117679,Lonsdale School,Secondary,AT,112,112,41,71,41,71
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1919003,1919013,9197023,117680,Lakeside School,Secondary,AT,92,93,45,47,46,47
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1919003,1919013,9197024,117681,Breakspeare School,Secondary,AT,97,96,38,59,37,59
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1919003,1919013,9197025,117682,Woodfield School,Secondary,AT,123,125,56,67,58,67
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1919003,1919013,9197026,117683,Watling View School,Secondary,AT,98,98,47,51,49,49
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1919003,1919013,9197028,117684,Amwell View School,Secondary,AT,162,166,91,71,96,70
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1919003,1919013,9197032,117685,Heathlands School,Secondary,AT,127,130,60,67,62,68
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,z,1919013,9197033,117686,Falconer School,Secondary,SS,92,85,0,92,0,85
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1919003,z,9197034,143604,Larwood School,Primary,PS,93,94,93,0,94,0
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1919003,z,9197041,137997,"Woolgrove School, Special Needs Academy",Primary,PS,125,125,125,0,125,0
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1919003,1919013,9197042,117690,Greenside School,Secondary,AT,171,170,85,86,84,86
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1919003,z,9197043,117691,Meadow Wood School,Primary,PS,35,35,35,0,35,0
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1919003,z,9197044,130362,Southfield School,Primary,PS,85,86,85,0,86,0
202223,Academic year,School,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,1919003,z,9197047,131319,Haywood Grove School,Primary,PS,59,58,59,0,58,0
202223,Academic year,School,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,1926003,1926013,9267000,141948,The Fen Rivers Academy,Secondary,AT,96,66,51,45,35,31
202223,Academic year,School,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,1926003,1926013,9267001,121254,Sidestrand Hall School,Secondary,AT,190,194,36,154,37,157
202223,Academic year,School,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,1926003,1926013,9267002,144769,The Wherry School,Secondary,AT,100,110,24,76,26,84
202223,Academic year,School,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,1926003,1926013,9267004,121256,Fred Nicholson School,Secondary,AT,160,174,47,113,51,123
202223,Academic year,School,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,1926003,1926013,9267005,148572,Bure Park Specialist Academy,Secondary,AT,88,52,49,39,29,23
202223,Academic year,School,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,1926003,1926013,9267006,121257,Hall School,Secondary,AT,84,91,37,47,40,51
202223,Academic year,School,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,1926003,1926013,9267007,121258,Sheringham Woodfields School,Secondary,AT,145,146,71,74,71,75
202223,Academic year,School,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,1926003,1926013,9267008,148618,The Bridge Easton,Secondary,AT,170,59,147,23,51,8
202223,Academic year,School,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,1926003,1926013,9267010,121260,Chapel Green School,Secondary,AT,159,159,79,80,79,80
202223,Academic year,School,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,1926003,1926013,9267011,148859,Duke of Lancaster School,Secondary,AT,112,75,48,64,32,43
202223,Academic year,School,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,1926003,1926013,9267013,121261,The Clare School,Secondary,AT,120,119,61,59,60,59
202223,Academic year,School,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,1926003,1926013,9267014,121262,"The Parkside School, Norwich",Secondary,AT,170,179,53,117,56,123
202223,Academic year,School,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,1926003,1926013,9267015,139099,Eaton Hall Specialist Academy,Secondary,AT,54,56,23,31,24,32
202223,Academic year,School,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,1926003,1926013,9267016,121264,"Harford Manor School, Norwich",Secondary,AT,98,100,49,49,50,50
202223,Academic year,School,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,1926003,1926013,9267020,121265,"John Grant School, Caister-on-Sea",Secondary,AT,173,177,83,90,85,92
202223,Academic year,School,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,1926003,1926013,9267021,145529,Churchill Park Complex Needs School,Secondary,AT,215,222,108,107,111,111
202223,Academic year,School,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,1935003,1935013,9357000,137433,Priory School,Secondary,AT,209,204,39,170,36,168
202223,Academic year,School,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,1935003,1935013,9357001,146418,Riverwalk School,Secondary,AT,204,202,110,94,119,83
202223,Academic year,School,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,1935003,1935013,9357002,124903,Hillside Special School,Secondary,AT,86,85,59,27,53,32
202223,Academic year,School,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,1935003,1935013,9357003,137459,The Ashley School,Secondary,AT,168,160,45,123,45,115
202223,Academic year,School,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,1935003,1935013,9357006,137838,Thomas Wolsey Ormiston Academy,Secondary,AT,100,99,48,52,47,52
202223,Academic year,School,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,1935003,1935013,9357009,139732,Churchill Special Free School,Secondary,AT,70,70,8,62,10,60
202223,Academic year,School,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,1935003,1935013,9357011,141407,Stone Lodge Academy,Secondary,AT,153,168,30,123,32,136
202223,Academic year,School,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,1935003,1935013,9357014,146431,Warren School,Secondary,AT,125,123,71,54,62,61
202223,Academic year,School,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,1935003,1935013,9357015,147162,The Bridge School,Secondary,AT,160,171,115,45,120,51
202223,Academic year,School,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,1935003,1935013,9357016,147849,Sir Bobby Robson School,Secondary,AT,60,65,10,50,12,53
202223,Academic year,School,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,1935003,1935013,9357017,148541,Castle East School,Secondary,MS,80,53,16,64,8,45
202223,Academic year,School,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,1935003,1935013,9357018,149072,Woodbridge Road Academy,Secondary,MS,8,18,1,7,1,17
202223,Academic year,School,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,1935003,1935013,9357019,149108,Sir Peter Hall School,Secondary,MS,40,35,13,27,12,23
202223,Academic year,School,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,1935003,1935013,9357020,149151,Sunrise Academy,Secondary,MS,52,42,14,38,0,42
202223,Academic year,School,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,z,1825013,8257003,137934,Alfriston School,Secondary,SS,116,156,0,116,0,156
202223,Academic year,School,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,z,1825013,8257010,110576,Pebble Brook School,Secondary,SS,131,162,0,131,0,162
202223,Academic year,School,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,1825003,1825013,8257012,142695,Chiltern Way Academy,Secondary,AT,298,235,42,256,42,193
202223,Academic year,School,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,1825003,1825013,8257013,110578,Chiltern Wood School,Secondary,AT,210,199,122,88,115,84
202223,Academic year,School,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,z,1825013,8257014,110579,Stony Dean School,Secondary,SS,183,210,0,183,0,210
202223,Academic year,School,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,z,1825013,8257016,110581,Stocklake Park Community School,Secondary,SS,75,100,0,75,0,100
202223,Academic year,School,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,1825003,1825013,8257018,110582,Heritage House School,Secondary,AT,113,109,64,49,61,48
202223,Academic year,School,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,1825003,1825013,8257023,110585,Furze Down School,Secondary,AT,180,194,45,135,44,150
202223,Academic year,School,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,1825003,z,8257028,110588,Booker Park Community School,Primary,PS,243,237,243,0,237,0
202223,Academic year,School,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,1825003,z,8257035,131933,Westfield School,Primary,PS,76,79,76,0,79,0
202223,Academic year,School,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,1826003,1826013,8267009,110575,White Spire School,Secondary,AT,165,158,33,132,31,127
202223,Academic year,School,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,1826003,z,8267015,110580,Romans Field School,Primary,PS,66,66,66,0,66,0
202223,Academic year,School,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,1826003,1826013,8267021,110584,The Walnuts School,Secondary,AT,202,199,85,117,90,109
202223,Academic year,School,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,1826003,1826013,8267026,110587,Slated Row School,Secondary,AT,228,227,68,160,65,162
202223,Academic year,School,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,1826003,1826013,8267034,110592,The Redway School,Secondary,AT,181,164,90,91,82,82
202223,Academic year,School,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,1826003,1826013,8267043,138253,Stephenson Academy,Secondary,MS,157,99,30,127,11,88
202223,Academic year,School,E92000001,England,E12000008,South East,845,E10000011,East Sussex,1845003,1845013,8457000,133653,St Mary's School and 6th Form College,Secondary,AT,160,115,70,90,33,82
202223,Academic year,School,E92000001,England,E12000008,South East,845,E10000011,East Sussex,1845003,1845013,8457001,148035,The Ropemakers' Academy,Secondary,AT,80,63,35,45,19,44
202223,Academic year,School,E92000001,England,E12000008,South East,845,E10000011,East Sussex,1845003,1845013,8457002,114677,St. John's School (Seaford),Secondary,AT,42,28,16,26,6,22
202223,Academic year,School,E92000001,England,E12000008,South East,845,E10000011,East Sussex,1845003,1845013,8457005,149138,Summerdown School,Secondary,AT,135,66,63,72,52,14
202223,Academic year,School,E92000001,England,E12000008,South East,845,E10000011,East Sussex,1845003,1845013,8457006,149695,The Flagship School,Secondary,AT,72,30,32,40,7,23
202223,Academic year,School,E92000001,England,E12000008,South East,845,E10000011,East Sussex,1845003,1845013,8457011,142163,St Mary's School,Secondary,MS,81,85,16,65,18,67
202223,Academic year,School,E92000001,England,E12000008,South East,845,E10000011,East Sussex,1845003,1845013,8457012,114682,Chailey Heritage School,Secondary,AT,110,77,49,61,23,54
202223,Academic year,School,E92000001,England,E12000008,South East,845,E10000011,East Sussex,1845003,1845013,8457017,139521,Glyne Gap School,Secondary,AT,105,116,49,56,55,61
202223,Academic year,School,E92000001,England,E12000008,South East,845,E10000011,East Sussex,1845003,1845013,8457021,114688,Grove Park School,Secondary,AT,120,134,49,71,54,80
202223,Academic year,School,E92000001,England,E12000008,South East,845,E10000011,East Sussex,1845003,z,8457024,141476,Torfield School,Primary,PS,88,97,88,0,97,0
202223,Academic year,School,E92000001,England,E12000008,South East,845,E10000011,East Sussex,z,1845013,8457025,141475,Saxon Mount School,Secondary,SS,135,158,0,135,0,158
202223,Academic year,School,E92000001,England,E12000008,South East,845,E10000011,East Sussex,1845003,z,8457030,142745,The South Downs School,Primary,PS,135,137,135,0,137,0
202223,Academic year,School,E92000001,England,E12000008,South East,845,E10000011,East Sussex,z,1845013,8457031,142744,The Lindfield School,Secondary,SS,92,113,0,92,0,113
202223,Academic year,School,E92000001,England,E12000008,South East,845,E10000011,East Sussex,z,1845013,8457032,145254,Hazel Court School,Secondary,SS,95,122,0,95,0,122
202223,Academic year,School,E92000001,England,E12000008,South East,845,E10000011,East Sussex,1845003,1845013,8457035,142151,New Horizons School (Part of the Sabden Multi Academy Trust),Secondary,AT,90,94,24,66,31,63
202223,Academic year,School,E92000001,England,E12000008,South East,845,E10000011,East Sussex,1845003,1845013,8457036,142146,Cuckmere House School,Secondary,AT,89,85,30,59,32,53
202223,Academic year,School,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,1846003,1846013,8467003,114619,Hamilton Lodge School and College for Deaf Children,Secondary,AT,85,37,50,35,1,36
202223,Academic year,School,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,z,1846013,8467004,114678,Homewood College,Secondary,SS,45,40,0,45,0,40
202223,Academic year,School,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,1846003,1846013,8467006,114680,Downs View Special School,Secondary,AT,215,203,100,115,83,120
202223,Academic year,School,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,1846003,1846013,8467018,114687,Hill Park School,Secondary,AT,200,202,117,83,86,116
202223,Academic year,School,E92000001,England,E12000008,South East,850,E10000014,Hampshire,z,1850013,8505950,116511,Osborne School,Secondary,SS,215,223,0,215,0,223
202223,Academic year,School,E92000001,England,E12000008,South East,850,E10000014,Hampshire,1850003,1850013,8507000,131559,Henry Tyndale School,Secondary,AT,126,143,79,47,77,66
202223,Academic year,School,E92000001,England,E12000008,South East,850,E10000014,Hampshire,z,1850013,8507001,133581,Prospect School,Secondary,SS,78,86,0,78,0,86
202223,Academic year,School,E92000001,England,E12000008,South East,850,E10000014,Hampshire,z,1850013,8507004,141187,The Coppice Spring Academy,Secondary,SS,72,49,0,72,0,49
202223,Academic year,School,E92000001,England,E12000008,South East,850,E10000014,Hampshire,1850003,1850013,8507005,148343,The Austen Academy,Secondary,AT,125,102,41,84,35,67
202223,Academic year,School,E92000001,England,E12000008,South East,850,E10000014,Hampshire,1850003,z,8507009,116600,Riverside Community Special School,Primary,PS,121,133,121,0,133,0
202223,Academic year,School,E92000001,England,E12000008,South East,850,E10000014,Hampshire,1850003,1850013,8507014,116603,Lakeside School,Secondary,MS,84,91,4,80,6,85
202223,Academic year,School,E92000001,England,E12000008,South East,850,E10000014,Hampshire,1850003,z,8507015,116604,Norman Gate School,Primary,PS,67,89,67,0,89,0
202223,Academic year,School,E92000001,England,E12000008,South East,850,E10000014,Hampshire,1850003,z,8507016,116605,Maple Ridge School,Primary,PS,100,99,100,0,99,0
202223,Academic year,School,E92000001,England,E12000008,South East,850,E10000014,Hampshire,1850003,z,8507018,116607,Heathfield Special School,Primary,PS,118,135,118,0,135,0
