time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,education_phase,count_schools,count_schools_with_primary_and_secondary_capacity,school_places,pupils_on_roll,primary_capacity,secondary_capacity,primary_pupils_on_roll,secondary_pupils_on_roll
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Secondary,6,6,849,804,336,513,343,461
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Total,7,3,872,975,391,481,420,555
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Primary,3,1,342,357,312,30,328,29
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Secondary,4,2,530,618,79,451,92,526
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Total,7,6,942,1010,381,561,412,598
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Primary,1,0,75,74,75,0,74,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Secondary,6,6,867,936,306,561,338,598
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Total,23,2,2719,3030,1053,1666,1252,1778
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Primary,12,1,1018,1219,997,21,1198,21
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Secondary,11,1,1701,1811,56,1645,54,1757
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Total,4,4,815,935,315,500,382,553
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Secondary,4,4,815,935,315,500,382,553
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Total,4,2,330,347,148,182,145,202
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Primary,1,0,88,87,88,0,87,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Secondary,3,2,242,260,60,182,58,202
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Total,10,7,1602,1840,750,852,812,1028
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Primary,1,0,216,243,216,0,243,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Secondary,9,7,1386,1597,534,852,569,1028
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Total,3,3,619,553,230,389,221,332
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Secondary,3,3,619,553,230,389,221,332
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Total,4,1,588,719,244,344,357,362
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Primary,1,0,142,192,142,0,192,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Secondary,3,1,446,527,102,344,165,362
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Total,11,9,1756,1775,607,1149,622,1153
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Primary,1,0,140,141,140,0,141,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Secondary,10,9,1616,1634,467,1149,481,1153
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Total,4,0,814,838,474,340,474,364
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Primary,2,0,474,474,474,0,474,0
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Secondary,2,0,340,364,0,340,0,364
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Total,3,3,416,435,172,244,163,272
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Secondary,3,3,416,435,172,244,163,272
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Total,4,4,720,856,283,437,284,572
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Secondary,4,4,720,856,283,437,284,572
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Total,12,10,1777,1768,799,978,632,1136
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Secondary,12,10,1777,1768,799,978,632,1136
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Total,5,5,741,719,259,482,259,460
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Secondary,5,5,741,719,259,482,259,460
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Total,23,22,3402,3779,1295,2107,1358,2421
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Primary,1,0,56,61,56,0,61,0
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Secondary,22,22,3346,3718,1239,2107,1297,2421
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Total,5,3,580,689,222,358,251,438
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Secondary,5,3,580,689,222,358,251,438
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Total,3,3,532,522,193,339,183,339
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Secondary,3,3,532,522,193,339,183,339
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Total,27,12,3009,3013,1171,1838,1197,1816
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Primary,7,0,629,647,629,0,644,3
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Secondary,20,12,2380,2366,542,1838,553,1813
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Total,16,16,2134,2123,966,1168,897,1226
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Secondary,16,16,2134,2123,966,1168,897,1226
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Total,14,14,1567,1610,595,972,595,1015
202324,Academic year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Secondary,14,14,1567,1610,595,972,595,1015
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Total,10,4,1625,1758,592,1033,570,1188
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Primary,2,0,319,316,319,0,316,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Secondary,8,4,1306,1442,273,1033,254,1188
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Total,6,5,999,967,372,627,342,625
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Primary,1,0,66,67,66,0,67,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Secondary,5,5,933,900,306,627,275,625
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Total,15,10,1640,1676,638,1002,638,1038
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Primary,2,0,230,266,230,0,266,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Secondary,13,10,1410,1410,408,1002,372,1038
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Total,4,3,609,517,275,334,187,330
202324,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Secondary,4,3,609,517,275,334,187,330
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Total,28,11,3141,3403,1380,1761,1375,2028
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Primary,8,0,740,815,740,0,815,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Secondary,20,11,2401,2588,640,1761,560,2028
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Total,5,3,674,730,275,399,280,450
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Primary,1,0,196,204,196,0,204,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Secondary,4,3,478,526,79,399,76,450
202324,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Total,6,2,842,885,392,450,394,491
202324,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Primary,2,0,320,327,320,0,327,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Secondary,4,2,522,558,72,450,67,491
202324,Academic year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Total,1,1,198,196,98,100,93,103
202324,Academic year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Secondary,1,1,198,196,98,100,93,103
202324,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Total,2,2,400,286,200,200,90,196
202324,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Secondary,2,2,400,286,200,200,90,196
202324,Academic year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Total,3,3,638,583,163,475,159,424
202324,Academic year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Secondary,3,3,638,583,163,475,159,424
202324,Academic year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Total,4,2,354,378,121,233,130,248
202324,Academic year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Primary,1,0,32,32,32,0,32,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Secondary,3,2,322,346,89,233,98,248
202324,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Total,2,1,382,376,161,221,154,222
202324,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Primary,1,0,38,35,38,0,35,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Secondary,1,1,344,341,123,221,119,222
202324,Academic year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Total,4,4,623,483,241,382,163,320
202324,Academic year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Secondary,4,4,623,483,241,382,163,320
202324,Academic year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Total,26,21,6448,6322,2476,3972,2454,3868
202324,Academic year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Primary,1,0,175,176,175,0,176,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Secondary,25,21,6273,6146,2301,3972,2278,3868
202324,Academic year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Total,5,2,1171,1106,421,750,405,701
202324,Academic year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Primary,1,0,233,253,233,0,253,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Secondary,4,2,938,853,188,750,152,701
202324,Academic year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Total,3,1,362,405,151,211,120,285
202324,Academic year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Primary,1,0,104,111,104,0,111,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Secondary,2,1,258,294,47,211,9,285
202324,Academic year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Total,16,15,1538,1463,580,958,531,932
202324,Academic year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Primary,2,1,117,88,109,8,88,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Secondary,14,14,1421,1375,471,950,443,932
202324,Academic year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Total,30,16,3520,3672,1326,2194,1309,2363
202324,Academic year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Primary,5,0,601,590,601,0,590,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Secondary,25,16,2919,3082,725,2194,719,2363
202324,Academic year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Total,14,8,2109,2260,1022,1087,1048,1212
202324,Academic year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Primary,4,0,571,631,571,0,631,0
202324,Academic year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Secondary,10,8,1538,1629,451,1087,417,1212
202324,Academic year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Total,3,3,562,557,215,347,216,341
202324,Academic year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Secondary,3,3,562,557,215,347,216,341
202324,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Total,11,9,1412,1348,500,912,510,838
202324,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Primary,1,0,77,69,77,0,69,0
202324,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Secondary,10,9,1335,1279,423,912,441,838
202324,Academic year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Total,4,4,395,436,155,240,138,298
202324,Academic year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Secondary,4,4,395,436,155,240,138,298
202324,Academic year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Total,5,5,583,626,187,396,189,437
202324,Academic year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Secondary,5,5,583,626,187,396,189,437
202324,Academic year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Total,6,6,760,919,437,323,331,588
202324,Academic year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Secondary,6,6,760,919,437,323,331,588
202324,Academic year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Total,8,8,1269,1216,636,633,492,724
202324,Academic year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Secondary,8,8,1269,1216,636,633,492,724
202324,Academic year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Total,5,5,1020,1001,344,676,343,658
202324,Academic year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Secondary,5,5,1020,1001,344,676,343,658
202324,Academic year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Total,7,1,815,904,297,518,329,575
202324,Academic year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Primary,3,0,247,253,247,0,253,0
202324,Academic year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Secondary,4,1,568,651,50,518,76,575
202324,Academic year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Total,13,11,1830,1793,636,1194,545,1248
202324,Academic year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Secondary,13,11,1830,1793,636,1194,545,1248
202324,Academic year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Total,7,5,709,740,305,404,325,415
202324,Academic year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Primary,1,0,100,108,100,0,108,0
202324,Academic year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Secondary,6,5,609,632,205,404,217,415
202324,Academic year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Total,3,2,509,581,181,328,154,427
202324,Academic year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Secondary,3,2,509,581,181,328,154,427
202324,Academic year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Total,4,4,466,497,147,319,176,321
202324,Academic year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Secondary,4,4,466,497,147,319,176,321
202324,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Total,13,8,1577,1536,672,905,655,881
202324,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Primary,3,0,190,162,190,0,162,0
202324,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Secondary,10,8,1387,1374,482,905,493,881
202324,Academic year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Total,8,7,1064,1121,412,652,441,680
202324,Academic year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Secondary,8,7,1064,1121,412,652,441,680
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Total,3,1,330,327,152,178,153,174
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Primary,1,0,32,34,32,0,34,0
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Secondary,2,1,298,293,120,178,119,174
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Total,3,2,508,497,226,282,162,335
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Secondary,3,2,508,497,226,282,162,335
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Total,5,3,618,608,142,476,139,469
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Secondary,5,3,618,608,142,476,139,469
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Total,6,5,631,618,203,428,184,434
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Secondary,6,5,631,618,203,428,184,434
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Total,2,2,175,213,71,104,70,143
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Secondary,2,2,175,213,71,104,70,143
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Total,6,2,701,718,195,506,189,529
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Primary,1,0,110,113,110,0,113,0
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Secondary,5,2,591,605,85,506,76,529
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Total,5,3,947,945,457,490,462,483
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Primary,1,0,167,186,167,0,186,0
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Secondary,4,3,780,759,290,490,276,483
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Total,8,1,642,742,228,414,255,487
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Primary,3,0,177,200,177,0,200,0
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Secondary,5,1,465,542,51,414,55,487
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Total,5,2,789,802,334,455,323,479
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Primary,1,0,104,84,104,0,84,0
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Secondary,4,2,685,718,230,455,239,479
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Total,7,4,957,906,288,669,233,673
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Primary,1,0,72,53,72,0,53,0
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Secondary,6,4,885,853,216,669,180,673
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Total,3,2,263,283,88,175,88,195
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Secondary,3,2,263,283,88,175,88,195
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Total,6,4,658,700,277,381,282,418
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Primary,1,0,129,133,129,0,133,0
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Secondary,5,4,529,567,148,381,149,418
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Total,3,3,320,284,90,230,67,217
202324,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Secondary,3,3,320,284,90,230,67,217
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Total,4,1,569,582,256,313,248,334
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Primary,1,0,40,36,40,0,36,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Secondary,3,1,529,546,216,313,212,334
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Total,3,3,470,570,221,249,219,351
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Secondary,3,3,470,570,221,249,219,351
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Total,7,3,847,735,344,503,299,436
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Primary,2,1,320,282,290,30,264,18
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Secondary,5,2,527,453,54,473,35,418
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Total,7,1,796,839,330,466,319,520
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Primary,2,0,248,252,248,0,227,25
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Secondary,5,1,548,587,82,466,92,495
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Total,5,3,812,890,444,368,437,453
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Primary,1,0,53,55,53,0,55,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Secondary,4,3,759,835,391,368,382,453
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Total,4,3,847,897,251,596,263,634
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Secondary,4,3,847,897,251,596,263,634
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Total,9,4,1427,1350,645,782,617,733
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Primary,2,0,425,432,425,0,432,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Secondary,7,4,1002,918,220,782,185,733
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Total,6,2,992,991,462,530,461,530
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Primary,2,0,335,334,335,0,334,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Secondary,4,2,657,657,127,530,127,530
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Total,7,4,1204,1218,503,701,388,830
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Primary,1,0,141,142,141,0,142,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Secondary,6,4,1063,1076,362,701,246,830
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Total,4,0,521,507,215,306,217,290
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Primary,2,0,215,217,215,0,217,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Secondary,2,0,306,290,0,306,0,290
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Total,4,4,421,393,125,296,114,279
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Secondary,4,4,421,393,125,296,114,279
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Total,8,2,1100,1157,440,660,462,695
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Primary,3,0,370,398,370,0,398,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Secondary,5,2,730,759,70,660,64,695
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Total,5,3,857,935,506,351,482,453
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Primary,2,0,246,237,246,0,237,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Secondary,3,3,611,698,260,351,245,453
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Total,5,4,491,695,199,292,188,507
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Secondary,5,4,491,695,199,292,188,507
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Total,3,3,520,520,182,338,172,348
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Secondary,3,3,520,520,182,338,172,348
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Total,5,2,699,708,372,327,343,365
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Primary,2,0,255,244,255,0,244,0
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Secondary,3,2,444,464,117,327,99,365
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Total,3,3,320,350,130,190,140,210
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Secondary,3,3,320,350,130,190,140,210
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Total,4,4,651,673,180,471,178,495
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Secondary,4,4,651,673,180,471,178,495
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Total,4,4,805,814,321,484,288,526
202324,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Secondary,4,4,805,814,321,484,288,526
202223,Academic year,National,E92000001,England,,,,,,Total,1077,649,147887,151887,59775,88112,57988,93899
