time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,primary_planning_area_code,secondary_planning_area_code,school_laestab,school_urn,school_name,education_phase,school_phase,school_places,pupils_on_roll,SEND_unit_capacity,resourced_provision_capacity,primary_SEND_unit_capacity,primary_resourced_provision_capacity,secondary_SEND_unit_capacity,secondary_resourced_provision_capacity
202324,Academic year,School,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,3130009,z,3132033,102491,Hounslow Town Primary School,Primary,PS,1050,1015,23,0,23,0,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,3130007,z,3132036,102493,Lionel Primary School,Primary,PS,630,611,25,0,25,0,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,3130003,z,3132038,139869,Norwood Green Junior School,Primary,PS,480,349,12,0,12,0,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,3130003,z,3132039,102496,Norwood Green Infant and Nursery School,Primary,PS,357,243,0,9,0,9,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,3130007,z,3132047,102503,Strand-on-the-Green Junior School,Primary,PS,339,341,18,0,18,0,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,3130007,z,3132048,102504,Strand-on-the-Green Infant and Nursery School,Primary,PS,257,273,9,0,9,0,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,3130009,z,3132049,150224,Hounslow Heath School,Primary,PS,1470,1183,20,0,20,0,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,3130008,z,3132051,102506,Worple Primary School,Primary,PS,210,197,0,2,0,2,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,3130003,z,3132062,139889,Westbrook Primary School,Primary,PS,630,529,0,10,0,10,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,3130008,z,3132064,102515,The Smallberry Green Primary School,Primary,PS,420,380,14,0,14,0,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,3130009,z,3132071,102519,Grove Road Primary School,Primary,PS,210,212,0,18,0,18,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,3130005,z,3132078,132263,Crane Park Primary School,Primary,PS,537,415,24,0,24,0,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,z,3130006,3134023,137618,Springwest Academy,Secondary,SS,1094,935,0,27,0,0,0,27
202324,Academic year,School,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,z,3130006,3134024,139095,Brentford School for Girls,Secondary,SS,1067,880,12,0,0,0,12,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,z,3130006,3134026,138924,Heston Community School,Secondary,SS,1395,1325,0,15,0,0,0,15
202324,Academic year,School,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,z,3130006,3134027,136341,Lampton Academy,Secondary,SS,1550,1506,0,16,0,0,0,16
202324,Academic year,School,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,z,3130006,3134029,136522,Cranford Community College,Secondary,SS,1380,1477,15,0,0,0,15,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,3140003,z,3142000,141764,Castle Hill Primary School,Primary,PS,420,429,0,35,0,35,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,3140004,z,3142006,137575,Lime Tree Primary School,Primary,PS,420,262,0,21,0,21,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,3140005,z,3142007,140667,Knollmead Primary School,Primary,PS,210,215,0,28,0,28,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,3140001,z,3142014,138689,Latchmere School,Primary,PS,870,755,0,14,0,14,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,3140008,z,3142020,147334,Robin Hood Primary and Nursery School,Primary,PS,240,173,0,14,0,14,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,3140004,z,3142024,102574,Tolworth Junior School,Primary,PS,420,393,0,12,0,12,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,3140004,z,3142025,102575,Tolworth Infant and Nursery School,Primary,PS,330,266,0,9,0,9,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,3140001,z,3142031,102578,Alexandra Primary School,Primary,PS,420,418,0,16,0,16,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,3140002,z,3142032,102579,King Athelstan Primary School,Primary,PS,420,416,0,6,0,6,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,3140002,z,3142035,102582,King's Oak Primary School,Primary,PS,630,354,0,27,0,27,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,z,3140009,3144001,141862,The Kingston Academy,Secondary,SS,1188,1168,0,15,0,0,0,15
202324,Academic year,School,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,z,3140009,3144004,137848,Coombe Girls' School,Secondary,SS,1520,1564,0,21,0,0,0,21
202324,Academic year,School,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,z,3140009,3144011,137060,Tolworth Girls' School and Sixth Form,Secondary,SS,1460,1458,0,10,0,0,0,10
202324,Academic year,School,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,z,3140009,3145401,137299,Richard Challoner School,Secondary,SS,1050,1073,0,31,0,0,0,31
202324,Academic year,School,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,z,3140009,3145403,137859,Coombe Boys' School,Secondary,SS,1060,1019,0,20,0,0,0,20
202324,Academic year,School,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,z,3140009,3145404,137678,The Hollyfield School and Sixth Form Centre,Secondary,SS,1180,1201,0,20,0,0,0,20
202324,Academic year,School,E92000001,England,E13000002,Outer London,315,E09000024,Merton,3150006,z,3152002,141143,Harris Primary Academy Merton,Primary,PS,420,438,22,0,22,0,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,315,E09000024,Merton,3150006,z,3152004,146401,Stanford Primary School,Primary,PS,210,88,24,0,24,0,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,315,E09000024,Merton,3150002,z,3152059,102632,Hatfeild Primary School,Primary,PS,420,348,24,0,24,0,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,315,E09000024,Merton,3150001,z,3152081,102652,West Wimbledon Primary School,Primary,PS,293,285,48,0,48,0,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,315,E09000024,Merton,3150005,z,3152082,102653,Cranmer Primary School,Primary,PS,546,431,24,0,24,0,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,315,E09000024,Merton,3150003,z,3152091,102662,Wimbledon Chase Primary School,Primary,PS,625,637,14,0,14,0,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,315,E09000024,Merton,z,3150007,3154050,102673,Ricards Lodge High School,Secondary,SS,1413,1407,0,10,0,0,0,10
202324,Academic year,School,E92000001,England,E13000002,Outer London,315,E09000024,Merton,z,3150007,3154052,102674,Raynes Park High School,Secondary,SS,1397,1192,0,27,0,0,0,27
202324,Academic year,School,E92000001,England,E13000002,Outer London,315,E09000024,Merton,z,3150007,3154500,102679,Rutlish School,Secondary,SS,1445,1473,0,10,0,0,0,10
202324,Academic year,School,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,3170001,z,3172051,102830,Roding Primary School,Primary,PS,420,404,35,0,35,0,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,3170003,z,3172071,131304,Mayespark Primary School,Primary,PS,840,603,0,14,0,14,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,3170001,z,3173528,131625,Cranbrook Primary School,Primary,PS,870,829,0,14,0,14,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,z,3170004,3174000,137692,Forest Academy,Secondary,SS,940,856,30,0,0,0,30,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,z,3170004,3174006,102849,Caterham High School,Secondary,SS,1693,988,39,0,0,0,39,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,z,3170004,3174030,140575,Beal High School,Secondary,SS,2800,2624,48,0,0,0,48,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,3170003,3170004,3174032,102856,Seven Kings School,Secondary,AT,2240,2208,17,0,0,0,17,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,3180007,z,3182004,102884,Darell Primary and Nursery School,Primary,PS,420,194,0,18,0,18,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,3180008,z,3182006,102885,East Sheen Primary School,Primary,PS,630,576,0,6,0,6,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,3180001,z,3182007,102886,Hampton Hill Junior School,Primary,PS,360,349,0,6,0,6,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,3180004,z,3182011,102890,Heathfield Junior School,Primary,PS,480,434,0,13,0,13,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,3180004,z,3182012,102891,Heathfield Infant School,Primary,PS,360,265,0,9,0,9,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,3180003,z,3182021,102898,Stanley  Primary School,Primary,PS,840,437,0,21,0,21,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,3180003,z,3183316,102913,St James's Roman Catholic Primary School,Primary,PS,630,627,0,10,0,10,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,z,3180011,3184003,143419,Hampton High,Secondary,SS,1050,876,0,20,0,0,0,20
202324,Academic year,School,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,z,3180012,3184006,138825,Grey Court School,Secondary,SS,1520,1595,0,8,0,0,0,8
202324,Academic year,School,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,z,3180011,3184010,138651,Orleans Park School,Secondary,SS,1330,1376,0,12,0,0,0,12
202324,Academic year,School,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,z,3180011,3184013,138460,Teddington School,Secondary,SS,1350,1402,0,10,0,0,0,10
202324,Academic year,School,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,z,3180011,3184021,138461,Waldegrave School,Secondary,SS,1480,1461,0,8,0,0,0,8
202324,Academic year,School,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,3190001,z,3192003,142177,Avenue Primary Academy,Primary,PS,930,978,0,70,0,70,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,3190003,z,3192008,141876,Green Wrythe Primary School,Primary,PS,210,255,56,0,56,0,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,3190003,z,3192015,144544,Rushy Meadow Primary Academy,Primary,PS,420,361,0,11,0,11,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,3190002,z,3192024,149360,Wood Field Primary School,Primary,PS,840,749,42,0,42,0,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,3190002,z,3192043,102986,Foresters Primary School,Primary,PS,175,234,0,42,0,42,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,3190003,z,3192049,130934,Muschamp Primary School and Language Opportunity Base,Primary,PS,574,629,0,52,0,52,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,z,3190005,3194007,136800,Greenshaw High School,Secondary,SS,1970,1925,0,25,0,0,0,25
202324,Academic year,School,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,z,3190005,3194008,147538,Oaks Park High School,Secondary,SS,1315,1294,65,0,0,0,65,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,z,3190005,3194011,136914,Glenthorne High School,Secondary,SS,1644,1752,0,24,0,0,0,24
202324,Academic year,School,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,z,3190005,3194019,136756,Overton Grange School,Secondary,SS,1480,1221,0,8,0,0,0,8
202324,Academic year,School,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,z,3190005,3195403,136785,Cheam High School,Secondary,SS,2080,2116,0,8,0,0,0,8
202324,Academic year,School,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,3201002,z,3202006,103036,Whitehall Primary School,Primary,PS,420,425,0,10,0,10,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,3201008,z,3202015,143384,Davies Lane Primary School,Primary,PS,840,829,0,28,0,28,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,3201004,z,3202018,136413,Hillyfield Primary Academy,Primary,PS,1440,1131,0,18,0,18,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,3201005,z,3202033,139016,The Woodside Primary Academy,Primary,PS,1260,1062,0,22,0,22,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,3201007,z,3202066,103072,South Grove Primary School,Primary,PS,420,413,0,16,0,16,0,0
202324,Academic year,School,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,3201010,3202003,3204000,103080,Buxton School,Secondary,AT,1740,1131,0,10,0,0,0,10
202324,Academic year,School,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,z,3202002,3204060,103094,Frederick Bremer School,Secondary,SS,900,889,0,30,0,0,0,30
202324,Academic year,School,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,z,3202001,3204063,103097,Heathcote School & Science College,Secondary,SS,1450,1117,0,13,0,0,0,13
202324,Academic year,School,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,z,3202001,3205401,138691,Chingford Foundation School,Secondary,SS,1494,1419,0,27,0,0,0,27
202223,Academic year,School,E92000001,England,E12000001,North East,390,E08000037,Gateshead,3904004,z,3902039,108327,Bede Community Primary School,Primary,PS,210,200,24,0,24,0,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,390,E08000037,Gateshead,3903003,z,3902172,108342,Swalwell Primary School,Primary,PS,210,125,18,0,18,0,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,390,E08000037,Gateshead,3904004,z,3902200,108359,Brandling Primary School,Primary,PS,210,190,0,8,0,8,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,390,E08000037,Gateshead,3902002,z,3902222,108369,Lobley Hill Primary School,Primary,PS,406,321,8,0,8,0,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,390,E08000037,Gateshead,3901001,z,3902239,131081,Rowlands Gill Community Primary School,Primary,PS,420,182,10,0,10,0,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,390,E08000037,Gateshead,z,3901000,3904001,141185,Thorp Academy,Secondary,SS,1511,1410,15,0,0,0,15,0
202223,Academic year,School,E92000001,England,E12000001,North East,390,E08000037,Gateshead,z,3901000,3904029,137360,Whickham School,Secondary,SS,1713,1668,21,0,0,0,21,0
202223,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3911234,z,3912003,108440,Regent Farm First School,Primary,PS,300,300,0,6,0,6,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3911314,z,3912008,138577,Welbeck Academy,Primary,PS,420,416,0,12,0,12,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3911718,z,3912010,138212,Atkinson Road Primary Academy,Primary,PS,420,368,0,24,0,24,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3912122,z,3912018,143271,Cheviot Primary School,Primary,PS,210,199,0,14,0,14,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3910910,z,3912050,108459,Benton Park Primary School,Primary,PS,420,417,12,12,12,12,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3911718,z,3912080,108460,Hawthorn Primary School,Primary,PS,210,208,8,8,8,8,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3911718,z,3912210,108466,Bridgewater Primary School,Primary,PS,420,421,8,8,8,8,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3911718,z,3912225,108468,Broadwood Primary School,Primary,PS,297,199,12,12,12,12,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3911314,z,3912250,144272,Tyneview Primary School,Primary,PS,210,217,0,10,0,10,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3915678,z,3912300,143268,North Fawdon Primary School,Primary,PS,210,167,6,6,6,6,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3911314,z,3912940,144269,West Walker Primary School,Primary,PS,280,197,0,6,0,6,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3915678,z,3912995,143267,Kenton Bar Primary School,Primary,PS,420,316,6,6,6,6,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3915678,z,3912996,143270,Kingston Park Primary School,Primary,PS,420,402,0,16,0,16,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,z,3912119,3914007,146752,Jesmond Park Academy,Secondary,SS,2050,2000,0,14,0,0,0,14
202223,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,z,3912423,3914008,148135,Walbottle Academy,Secondary,SS,1885,1655,0,12,0,0,0,12
202223,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3911234,3914321,3914303,136348,Gosforth Junior High Academy,Secondary,MS,720,754,0,4,0,2,0,2
202223,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,z,3914321,3914429,136352,Gosforth Academy,Secondary,SS,1730,1916,0,6,0,0,0,6
202223,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,z,3916543,3914480,144271,Benfield School,Secondary,SS,1285,996,24,7,0,0,24,7
202223,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,z,3918765,3914485,138120,Kenton School,Secondary,SS,2144,1817,32,24,0,0,32,24
202223,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,3920002,z,3922001,138576,Grasmere Academy,Primary,PS,154,96,0,23,0,23,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,3920003,z,3922004,108571,Waterville Primary School,Primary,PS,210,185,0,12,0,12,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,3920003,z,3922024,108577,Whitehouse Primary School,Primary,PS,210,152,0,10,0,10,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,3920001,z,3922074,108600,Whitley Lodge First School,Primary,PS,225,230,0,5,0,5,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,3920002,z,3922078,108604,Benton Dene Primary School,Primary,PS,420,410,0,12,0,12,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,z,3920007,3924008,108628,Norham High School,Secondary,SS,450,369,0,33,0,0,0,33
202223,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,3920001,3920005,3924026,108636,Valley Gardens Middle School,Secondary,MS,720,772,0,5,0,2,0,3
202223,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,z,3920005,3924029,108638,Whitley Bay High School,Secondary,SS,1646,1690,0,5,0,0,0,5
202223,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,z,3920006,3924030,108639,George Stephenson High School,Secondary,SS,1284,1212,0,11,0,0,0,11
202223,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,z,3920008,3924032,108640,Burnside College,Secondary,SS,1526,1001,0,5,0,0,0,5
202223,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,z,3920007,3924038,108644,John Spence Community High School,Secondary,SS,885,847,0,12,0,0,0,12
202223,Academic year,School,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,3930004,z,3932075,108699,Hedworthfield Primary School,Primary,PS,210,178,25,0,25,0,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,3930003,z,3932076,108700,Lord Blyton Primary School,Primary,PS,210,209,13,0,13,0,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,3930004,z,3932085,108706,Fellgate Primary School,Primary,PS,210,175,49,0,49,0,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,3930005,z,3933319,136163,Hebburn Lakes Primary School,Primary,PS,420,430,16,0,16,0,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,z,3930007,3934004,144204,Harton Academy,Secondary,SS,1621,1616,25,0,0,0,25,0
202223,Academic year,School,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,z,3930008,3934033,133725,Jarrow School,Secondary,SS,820,837,51,0,0,0,51,0
202223,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,3940003,z,3942005,139391,New Penshaw Academy,Primary,PS,210,135,10,0,10,0,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,3940008,z,3942006,149524,Northern Saints Church of England Academy,Primary,PS,630,523,10,0,10,0,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,3940004,z,3942007,140684,Oxclose Primary Academy,Primary,PS,210,195,8,0,8,0,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,3940006,z,3942115,108799,Usworth Colliery Primary School,Primary,PS,420,362,16,0,16,0,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,3940005,z,3942170,144223,John F Kennedy Primary School,Primary,PS,420,393,24,0,24,0,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,3940009,z,3942174,108828,Thorney Close Primary School,Primary,PS,280,244,10,0,10,0,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,3940009,3940023,3944003,145477,Academy 360,Secondary,AT,1170,894,36,0,18,0,18,0
202223,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,z,3940023,3944037,139852,Farringdon Community Academy,Secondary,SS,900,668,26,0,0,0,26,0
202223,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,z,3940021,3944059,149235,Hetton Academy,Secondary,SS,900,631,10,0,0,0,10,0
202223,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,z,3940020,3944067,139839,Biddick Academy,Secondary,SS,1050,1136,35,0,0,0,35,0
202223,Academic year,School,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,8050003,z,8052002,139584,Eskdale Academy,Primary,PS,297,180,0,10,0,10,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,8050002,z,8052189,111601,Kingsley Primary School,Primary,PS,420,425,0,25,0,25,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,8050002,z,8052211,148986,St Helen's Primary School,Primary,PS,349,222,0,25,0,25,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,8050003,z,8052342,149030,Rossmere Academy,Primary,PS,385,341,0,6,0,6,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,8050003,z,8052364,111661,Grange Primary School,Primary,PS,410,325,0,16,0,16,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,z,8050006,8054002,141686,Manor Community Academy,Secondary,SS,1250,1022,0,20,0,0,0,20
202223,Academic year,School,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,z,8050004,8054133,111748,High Tunstall College of Science,Secondary,SS,1351,1350,0,65,0,0,0,65
202223,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,8060002,z,8062006,138560,Pennyman Primary Academy,Primary,PS,378,362,55,0,55,0,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,8060004,z,8062007,145136,Hemlington Hall Academy,Primary,PS,385,288,0,32,0,32,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,8060001,z,8062120,111577,Beech Grove Primary School,Primary,PS,481,417,0,16,0,16,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,8060003,z,8062180,146262,Marton Manor Primary School,Primary,PS,210,220,0,14,0,14,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,8060004,z,8062316,140503,Sunnyside Academy,Primary,PS,350,264,0,74,0,74,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,8060001,z,8062318,140714,Easterside Academy,Primary,PS,315,308,0,15,0,15,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,z,8060005,8064002,139823,Outwood Academy Acklam,Secondary,SS,1200,1153,0,20,0,0,0,20
202223,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,z,8060005,8064122,138711,Outwood Academy Ormesby,Secondary,SS,900,915,0,25,0,0,0,25
202223,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,z,8060005,8064136,145774,Acklam Grange School,Secondary,SS,1470,1461,0,10,0,0,0,10
202223,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,z,8060005,8066905,133768,Unity City Academy,Secondary,SS,1050,914,0,30,0,0,0,30
202223,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,z,8060005,8066906,134223,The King's Academy,Secondary,SS,1530,1339,0,78,0,0,0,78
202223,Academic year,School,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,8071111,z,8072001,139931,Dormanstown Primary Academy,Primary,PS,308,224,40,0,40,0,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,8071114,z,8072330,146403,Overfields Primary School,Primary,PS,210,188,24,0,24,0,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,8071114,z,8072349,147394,Grangetown Primary School,Primary,PS,239,264,0,15,0,15,0,0
202223,Academic year,School,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,8071111,z,8072357,146486,Errington Primary School,Primary,PS,238,215,9,0,9,0,0,0
