time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,primary_planning_area_code,secondary_planning_area_code,school_laestab,school_urn,school_name,education_phase,school_phase,school_places,pupils_on_roll,SEND_unit_capacity,resourced_provision_capacity,primary_SEND_unit_capacity,primary_resourced_provision_capacity,secondary_SEND_unit_capacity,secondary_resourced_provision_capacity
202324,Academic year,School,E92000001,England,E12000001,North East,390,E08000037,Gateshead,3904004,z,3902039,108327,Bede Community Primary School,Primary,PS,210,216,24,0,24,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,390,E08000037,Gateshead,3903003,z,3902172,108342,Swalwell Primary School,Primary,PS,210,130,18,0,18,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,390,E08000037,Gateshead,3904004,z,3902200,108359,Brandling Primary School,Primary,PS,210,197,0,8,0,8,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,390,E08000037,Gateshead,3902002,z,3902222,108369,Lobley Hill Primary School,Primary,PS,406,308,8,0,8,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,390,E08000037,Gateshead,3901001,z,3902239,131081,Rowlands Gill Community Primary School,Primary,PS,420,179,10,0,10,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,390,E08000037,Gateshead,z,3901000,3904001,141185,Thorp Academy,Secondary,SS,1511,1453,15,0,0,0,15,0
202324,Academic year,School,E92000001,England,E12000001,North East,390,E08000037,Gateshead,z,3901000,3904029,137360,Whickham School,Secondary,SS,1713,1658,21,0,0,0,21,0
202324,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3911234,z,3912003,108440,Regent Farm First School,Primary,PS,300,298,0,6,0,6,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3911314,z,3912008,138577,Welbeck Academy,Primary,PS,420,419,0,12,0,12,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3911718,z,3912010,138212,Atkinson Road Primary Academy,Primary,PS,420,360,0,24,0,24,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3912122,z,3912018,143271,Cheviot Primary School,Primary,PS,210,186,0,14,0,14,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3910910,z,3912050,108459,Benton Park Primary School,Primary,PS,420,415,12,12,12,12,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3911718,z,3912080,108460,Hawthorn Primary School,Primary,PS,210,214,8,8,8,8,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3911718,z,3912210,108466,Bridgewater Primary School,Primary,PS,420,415,8,8,8,8,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3911718,z,3912225,108468,Broadwood Primary School,Primary,PS,297,203,12,12,12,12,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3911314,z,3912250,144272,Tyneview Primary School,Primary,PS,210,216,0,10,0,10,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3915678,z,3912300,143268,North Fawdon Primary School,Primary,PS,210,183,6,6,6,6,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3911314,z,3912940,144269,West Walker Primary School,Primary,PS,280,179,0,6,0,6,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3915678,z,3912995,143267,Kenton Bar Primary School,Primary,PS,420,299,6,6,6,6,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3915678,z,3912996,143270,Kingston Park Primary School,Primary,PS,420,418,0,16,0,16,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,z,3912119,3914007,146752,Jesmond Park Academy,Secondary,SS,2157,2027,0,14,0,0,0,14
202324,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,z,3912423,3914008,148135,Walbottle Academy,Secondary,SS,1885,1723,0,12,0,0,0,12
202324,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,3911234,3914321,3914303,136348,Gosforth Junior High Academy,Secondary,MS,720,752,0,4,0,2,0,2
202324,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,z,3914321,3914429,136352,Gosforth Academy,Secondary,SS,1800,1914,0,6,0,0,0,6
202324,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,z,3916543,3914480,144271,Benfield School,Secondary,SS,1285,970,24,7,0,0,24,7
202324,Academic year,School,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,z,3918765,3914485,138120,Kenton School,Secondary,SS,2144,1784,32,24,0,0,32,24
202324,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,3920002,z,3922001,138576,Grasmere Academy,Primary,PS,154,92,0,23,0,23,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,3920003,z,3922003,150021,Whitehouse Primary School,Primary,PS,210,140,0,10,0,10,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,3920003,z,3922004,108571,Waterville Primary School,Primary,PS,210,189,0,12,0,12,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,3920001,z,3922074,108600,Whitley Lodge First School,Primary,PS,225,224,0,5,0,5,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,3920002,z,3922078,108604,Benton Dene Primary School,Primary,PS,420,417,0,12,0,12,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,z,3920007,3924008,108628,Norham High School,Secondary,SS,450,420,0,33,0,0,0,33
202324,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,3920001,3920005,3924026,108636,Valley Gardens Middle School,Secondary,MS,720,765,0,5,0,2,0,3
202324,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,z,3920005,3924029,108638,Whitley Bay High School,Secondary,SS,1646,1741,0,5,0,0,0,5
202324,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,z,3920006,3924030,108639,George Stephenson High School,Secondary,SS,1284,1206,0,11,0,0,0,11
202324,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,z,3920008,3924032,108640,Burnside College,Secondary,SS,1526,993,0,5,0,0,0,5
202324,Academic year,School,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,z,3920007,3924038,150195,John Spence Community High School,Secondary,SS,885,851,0,12,0,0,0,12
202324,Academic year,School,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,3930004,z,3932075,108699,Hedworthfield Primary School,Primary,PS,210,176,25,0,25,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,3930003,z,3932076,108700,Lord Blyton Primary School,Primary,PS,210,203,13,0,13,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,3930004,z,3932085,108706,Fellgate Primary School,Primary,PS,210,139,49,0,49,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,3930005,z,3933319,136163,Hebburn Lakes Primary School,Primary,PS,420,434,16,0,16,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,z,3930007,3934004,144204,Harton Academy,Secondary,SS,1621,1647,25,0,0,0,25,0
202324,Academic year,School,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,z,3930008,3934033,133725,Jarrow School,Secondary,SS,829,842,51,0,0,0,51,0
202324,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,3940003,z,3942005,139391,New Penshaw Academy,Primary,PS,210,132,10,0,10,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,3940008,z,3942006,149524,Northern Saints Church of England Academy,Primary,PS,630,483,10,0,10,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,3940004,z,3942007,140684,Oxclose Primary Academy,Primary,PS,210,195,8,0,8,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,3940006,z,3942115,108799,Usworth Colliery Primary School,Primary,PS,420,358,28,0,28,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,3940005,z,3942170,144223,John F Kennedy Primary School,Primary,PS,420,396,24,0,24,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,3940009,z,3942174,108828,Thorney Close Primary School,Primary,PS,280,260,10,0,10,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,3940009,3940023,3944003,145477,Academy 360,Secondary,AT,1170,900,36,0,18,0,18,0
202324,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,z,3940023,3944006,150268,Farringdon Community Academy,Secondary,SS,900,673,26,0,0,0,26,0
202324,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,z,3940021,3944059,149235,Hetton Academy,Secondary,SS,900,648,10,0,0,0,10,0
202324,Academic year,School,E92000001,England,E12000001,North East,394,E08000024,Sunderland,z,3940020,3944067,139839,Biddick Academy,Secondary,SS,1050,1116,35,0,0,0,35,0
202324,Academic year,School,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,8050003,z,8052002,139584,Eskdale Academy,Primary,PS,297,173,0,10,0,10,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,8050002,z,8052189,111601,Kingsley Primary School,Primary,PS,420,409,0,50,0,50,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,8050002,z,8052211,148986,St Helen's Primary School,Primary,PS,349,222,0,20,0,20,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,8050003,z,8052342,149030,Rossmere Academy,Primary,PS,385,345,0,6,0,6,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,8050003,z,8052364,150414,Grange Primary School,Primary,PS,410,311,0,21,0,21,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,z,8050006,8054002,141686,Manor Community Academy,Secondary,SS,1250,1047,0,20,0,0,0,20
202324,Academic year,School,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,z,8050004,8054133,111748,High Tunstall College of Science,Secondary,SS,1351,1388,0,65,0,0,0,65
202324,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,8060002,z,8062006,138560,Pennyman Primary Academy,Primary,PS,378,363,55,0,55,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,8060004,z,8062007,145136,Hemlington Hall Academy,Primary,PS,385,297,0,32,0,32,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,8060001,z,8062120,111577,Beech Grove Primary School,Primary,PS,481,428,0,16,0,16,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,8060003,z,8062180,146262,Marton Manor Primary School,Primary,PS,210,215,0,14,0,14,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,8060004,z,8062316,140503,Sunnyside Academy,Primary,PS,350,267,0,74,0,74,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,8060001,z,8062318,140714,Easterside Academy,Primary,PS,315,294,0,15,0,15,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,z,8060005,8064002,139823,Outwood Academy Acklam,Secondary,SS,1200,1146,0,20,0,0,0,20
202324,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,z,8060005,8064122,138711,Outwood Academy Ormesby,Secondary,SS,900,845,0,25,0,0,0,25
202324,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,z,8060005,8064136,145774,Acklam Grange School,Secondary,SS,1470,1473,0,10,0,0,0,10
202324,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,z,8060005,8066905,133768,Unity City Academy,Secondary,SS,1050,988,0,30,0,0,0,30
202324,Academic year,School,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,z,8060005,8066906,134223,The King's Academy,Secondary,SS,1530,1387,0,78,0,0,0,78
202324,Academic year,School,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,8071111,z,8072001,139931,Dormanstown Primary Academy,Primary,PS,308,229,40,0,40,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,8071114,z,8072330,146403,Overfields Primary School,Primary,PS,210,184,24,0,24,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,8071114,z,8072349,147394,Grangetown Primary School,Primary,PS,239,259,0,15,0,15,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,8071111,z,8072357,146486,Errington Primary School,Primary,PS,238,191,9,0,9,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,8071113,z,8073007,145671,St Peter's Church of England Primary School,Primary,PS,315,248,27,0,27,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,8071114,z,8073394,134705,South Bank Community Primary School,Primary,PS,315,292,0,50,0,50,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,z,8072224,8074012,147541,Freebrough Academy,Secondary,SS,1000,812,10,10,0,0,10,10
202324,Academic year,School,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,8080005,z,8082003,132808,Myton Park Primary School,Primary,PS,210,217,0,10,0,10,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,8080001,z,8082005,111524,Billingham South Community Primary School,Primary,PS,420,407,0,20,0,20,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,8080002,z,8082006,144551,St Mark's Church of England Primary School,Primary,PS,420,387,0,6,0,6,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,8080002,z,8082017,143145,Rosebrook Primary School,Primary,PS,420,399,0,10,0,10,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,8080006,z,8082022,148460,Preston Primary School,Primary,PS,203,183,0,20,0,20,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,8080006,z,8082079,143068,Junction Farm Primary School,Primary,PS,420,325,0,10,0,10,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,8080001,z,8082343,144542,Pentland Primary School,Primary,PS,315,234,0,10,0,10,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,8080002,z,8083001,111668,St John the Baptist Church of England Voluntary Controlled Primary School,Primary,PS,315,284,0,20,0,20,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,8080001,z,8083304,142739,St Paul's Catholic Primary School,Primary,PS,210,198,0,6,0,6,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,z,8080008,8084006,141370,Our Lady & St. Bede Catholic Academy,Secondary,SS,1050,1044,0,10,0,0,0,10
202324,Academic year,School,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,z,8080008,8084007,143146,Outwood Academy Bishopsgarth,Secondary,SS,602,585,0,30,0,0,0,30
202324,Academic year,School,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,z,8080009,8084008,143063,Egglescliffe School,Secondary,SS,1575,1531,0,5,0,0,0,5
202324,Academic year,School,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,z,8080009,8084010,148186,Thornaby Academy,Secondary,SS,750,488,0,10,0,0,0,10
202324,Academic year,School,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,z,8080009,8084023,139318,Conyers School,Secondary,SS,1366,1380,0,10,0,0,0,10
202324,Academic year,School,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,z,8080007,8084102,111731,Northfield School and Sports College,Secondary,SS,1650,1512,0,20,0,0,0,20
202324,Academic year,School,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,z,8080008,8086906,136146,North Shore Academy,Secondary,SS,1050,767,0,10,0,0,0,10
202324,Academic year,School,E92000001,England,E12000001,North East,841,E06000005,Darlington,8410001,z,8412008,142462,Northwood Primary School,Primary,PS,420,373,0,9,0,9,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,841,E06000005,Darlington,8410001,z,8412648,143449,Mount Pleasant Primary School,Primary,PS,220,233,0,20,0,20,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,841,E06000005,Darlington,8410001,z,8412669,114183,Red Hall Primary School,Primary,PS,210,186,16,0,16,0,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,841,E06000005,Darlington,8410001,z,8412740,138179,Heathfield Primary School,Primary,PS,420,389,0,14,0,14,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,841,E06000005,Darlington,z,8410002,8414221,136525,Hurworth School,Secondary,SS,635,657,0,14,0,0,0,14
202324,Academic year,School,E92000001,England,E12000001,North East,929,E06000057,Northumberland,9290013,z,9292268,122234,Seaton Sluice First School,Primary,PS,175,164,0,10,0,10,0,0
202324,Academic year,School,E92000001,England,E12000001,North East,929,E06000057,Northumberland,z,9290027,9295400,122374,Astley Community High School,Secondary,SS,639,608,0,12,0,0,0,12
202324,Academic year,School,E92000001,England,E12000002,North West,340,E08000011,Knowsley,3400001,z,3403364,135807,Northwood Community Primary School (With Designated Special Provision),Primary,PS,420,443,48,0,48,0,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,341,E08000012,Liverpool,3411112,z,3412006,134250,All Saints' Catholic Voluntary Aided Primary School,Primary,PS,453,455,36,0,36,0,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,341,E08000012,Liverpool,3411136,z,3412034,141937,Rice Lane Primary School and Nursery,Primary,PS,630,589,20,0,20,0,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,341,E08000012,Liverpool,3411111,z,3412065,104545,Springwood Heath Primary School,Primary,PS,210,229,0,46,0,46,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,341,E08000012,Liverpool,3411126,z,3412086,104550,Knotty Ash Primary School,Primary,PS,210,227,18,0,18,0,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,341,E08000012,Liverpool,3411132,z,3412098,104557,Matthew Arnold Primary School,Primary,PS,205,198,20,0,20,0,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,341,E08000012,Liverpool,3411114,z,3412123,104569,Pleasant Street Primary School,Primary,PS,210,210,32,0,32,0,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,341,E08000012,Liverpool,3411134,z,3412237,133330,St Michael-in-the-Hamlet Community Primary School,Primary,PS,390,392,8,0,8,0,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,341,E08000012,Liverpool,3411124,z,3413026,133702,Phoenix Primary School,Primary,PS,210,227,30,0,30,0,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,341,E08000012,Liverpool,3411120,z,3413511,104632,Our Lady and St Swithin's Catholic Primary School,Primary,PS,210,219,20,0,20,0,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,342,E08000013,St. Helens,3420002,z,3422021,104771,Ashurst Primary School,Primary,PS,200,197,0,10,0,10,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,342,E08000013,St. Helens,3420006,z,3423106,104787,Wargrave CofE Primary School,Primary,PS,400,369,0,20,0,20,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,342,E08000013,St. Helens,3420001,z,3423320,104797,Rectory CofE Primary School,Primary,PS,210,142,0,32,0,32,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,342,E08000013,St. Helens,z,3421000,3424000,148522,Outwood Academy Haydock,Secondary,SS,873,839,0,27,0,0,0,27
202324,Academic year,School,E92000001,England,E12000002,North West,342,E08000013,St. Helens,z,3421001,3424714,104834,De La Salle School,Secondary,SS,1180,1197,0,20,0,0,0,20
202324,Academic year,School,E92000001,England,E12000002,North West,343,E08000014,Sefton,3430001,z,3432023,104859,The Grange Primary School,Primary,PS,238,263,62,0,62,0,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,343,E08000014,Sefton,3430004,z,3432053,104869,Hudson Primary School,Primary,PS,210,250,36,0,36,0,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,343,E08000014,Sefton,3430002,z,3432054,104870,Waterloo Primary School,Primary,PS,420,393,30,0,30,0,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,343,E08000014,Sefton,3430003,z,3432078,104883,Freshfield Primary School,Primary,PS,210,235,20,0,20,0,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,343,E08000014,Sefton,3430003,z,3432086,104885,Redgate Community Primary School,Primary,PS,210,238,39,0,39,0,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,343,E08000014,Sefton,3430005,z,3432087,104886,Kings Meadow Primary School and Early Years Education Centre,Primary,PS,205,178,0,10,0,10,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,343,E08000014,Sefton,3430005,z,3433337,104916,Our Lady of Lourdes Catholic Primary School,Primary,PS,516,428,24,0,24,0,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,343,E08000014,Sefton,3430001,z,3433379,134785,Thomas Gray Primary School,Primary,PS,210,225,26,0,26,0,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,343,E08000014,Sefton,z,3430007,3434001,141338,St Michael's Church of England High School,Secondary,SS,864,676,0,23,0,0,0,23
202324,Academic year,School,E92000001,England,E12000002,North West,343,E08000014,Sefton,z,3430010,3434110,149828,Meols Cop High School,Secondary,SS,900,900,0,20,0,0,0,20
202324,Academic year,School,E92000001,England,E12000002,North West,343,E08000014,Sefton,z,3430007,3434624,104962,Holy Family Catholic High School,Secondary,SS,1009,1009,18,0,0,0,18,0
202324,Academic year,School,E92000001,England,E12000002,North West,344,E08000015,Wirral,3440012,z,3442001,131281,Bidston Village CofE (Controlled) Primary School,Primary,PS,367,402,0,24,0,24,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,344,E08000015,Wirral,3440031,z,3442005,146740,Co-op Academy Woodslee,Primary,PS,322,206,0,8,0,8,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,344,E08000015,Wirral,3440024,z,3442006,150019,Sandbrook Primary School,Primary,PS,209,61,0,24,0,24,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,344,E08000015,Wirral,3440014,z,3442048,104991,Devonshire Park Primary School,Primary,PS,459,406,0,16,0,16,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,344,E08000015,Wirral,3440022,z,3442100,104992,New Brighton Primary School,Primary,PS,610,572,0,22,0,22,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,344,E08000015,Wirral,3440024,z,3442112,105001,Eastway Primary School,Primary,PS,262,213,0,24,0,24,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,344,E08000015,Wirral,3440022,z,3442117,105004,Greenleas Primary School,Primary,PS,315,294,0,10,0,10,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,344,E08000015,Wirral,3440032,z,3442200,143504,Stanton Road Primary School,Primary,PS,315,278,0,12,0,12,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,344,E08000015,Wirral,3440032,z,3442205,105011,Grove Street Primary School,Primary,PS,420,277,0,24,0,24,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,344,E08000015,Wirral,3440021,z,3442244,143502,Egremont Primary School,Primary,PS,399,250,0,36,0,36,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,344,E08000015,Wirral,3440045,z,3442250,149931,Heswall Primary School,Primary,PS,210,211,0,8,0,8,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,344,E08000015,Wirral,3440047,z,3442252,105039,Fender Primary School,Primary,PS,240,238,0,16,0,16,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,344,E08000015,Wirral,z,3440001,3444001,143554,"St Mary's Catholic College, A Voluntary Academy",Secondary,SS,1824,1117,0,24,0,0,0,24
202324,Academic year,School,E92000001,England,E12000002,North West,344,E08000015,Wirral,z,3440001,3444003,146315,Co-op Academy Bebington,Secondary,SS,1262,1106,0,34,0,0,0,34
202324,Academic year,School,E92000001,England,E12000002,North West,344,E08000015,Wirral,z,3440001,3444012,138853,Woodchurch High School,Secondary,SS,1405,1418,0,22,0,0,0,22
202324,Academic year,School,E92000001,England,E12000002,North West,344,E08000015,Wirral,z,3440001,3444060,138355,Hilbre High School,Secondary,SS,1186,1191,0,30,0,0,0,30
202324,Academic year,School,E92000001,England,E12000002,North West,344,E08000015,Wirral,z,3440001,3444067,136895,The Oldershaw School,Secondary,SS,1111,891,0,30,0,0,0,30
202324,Academic year,School,E92000001,England,E12000002,North West,350,E08000001,Bolton,3500002,z,3502024,105162,Sharples Primary School,Primary,PS,210,228,0,8,0,8,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,350,E08000001,Bolton,3500300,z,3502038,105171,Moorgate Primary School,Primary,PS,226,227,0,16,0,16,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,350,E08000001,Bolton,3500010,z,3502073,105195,Claypool Primary School,Primary,PS,210,220,0,6,0,6,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,350,E08000001,Bolton,3500100,z,3502079,105199,Washacre Primary School,Primary,PS,210,171,0,20,0,20,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,350,E08000001,Bolton,3500004,z,3502084,133925,Queensbridge Primary School,Primary,PS,210,206,0,8,0,8,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,350,E08000001,Bolton,3500001,z,3503023,105211,Blackrod Anglican/Methodist Primary School,Primary,PS,210,216,0,12,0,12,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,350,E08000001,Bolton,3500400,z,3503364,105247,St Teresa's RC Primary School,Primary,PS,140,134,0,12,0,12,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,350,E08000001,Bolton,z,3506000,3504501,143773,Rivington and Blackrod High School,Secondary,SS,1888,1542,0,25,0,0,0,25
202324,Academic year,School,E92000001,England,E12000002,North West,351,E08000002,Bury,3511005,z,3512029,105299,Mersey Drive Community Primary School,Primary,PS,180,172,0,14,0,14,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,351,E08000002,Bury,3511005,z,3512033,144575,Higher Lane Primary School,Primary,PS,462,472,0,9,0,9,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,351,E08000002,Bury,3510001,z,3512035,147551,Tottington Primary School,Primary,PS,315,304,0,10,0,10,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,351,E08000002,Bury,3511005,z,3512050,146932,Unsworth Primary School,Primary,PS,210,212,0,14,0,14,0,0
202324,Academic year,School,E92000001,England,E12000002,North West,351,E08000002,Bury,z,3511007,3514026,148097,Woodhey High School,Secondary,SS,1050,1098,0,15,0,0,0,15
202324,Academic year,School,E92000001,England,E12000002,North West,352,E08000003,Manchester,3520012,z,3522006,105389,Alma Park Primary School,Primary,PS,420,437,0,12,0,12,0,0
