time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,education_phase,count_schools,school_places,pupils_on_roll,at_or_over_capacity_schools,percent_at_or_over_capacity_schools,pupils_over_capacity,percent_pupils_over_capacity,under_capacity_schools,percent_under_capacity_schools,unfilled_places,percent_unfilled_places
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Total,60,42197,37763,4,6.6666,56,0.13271086,56,93.3333,4490,10.64056686
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Primary,47,24862,22439,2,4.2553,22,0.08848846,45,95.7446,2445,9.83428525
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Secondary,13,17335,15324,2,15.3846,34,0.19613499,11,84.6153,2045,11.7969426
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Total,68,32795,27838,8,11.7647,267,0.8141485,60,88.2352,5224,15.92925751
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Primary,54,18796,15539,4,7.4074,32,0.17024899,50,92.5925,3289,17.49840392
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Secondary,14,13999,12299,4,28.5714,235,1.67869134,10,71.4285,1935,13.82241589
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Total,125,51118,42418,10,8,243,0.47537071,115,92,8943,17.49481592
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Primary,98,26106,20724,5,5.102,46,0.1762047,93,94.8979,5428,20.79215506
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Secondary,27,25012,21694,5,18.5185,197,0.78762194,22,81.4814,3515,14.05325444
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Total,244,104776,85573,20,8.1967,320,0.30541345,224,91.8032,19523,18.63308391
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Primary,210,63023,50699,16,7.619,125,0.19834029,194,92.3809,12449,19.75310601
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Secondary,34,41753,34874,4,11.7647,195,0.46703231,30,88.2352,7074,16.94249515
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Total,72,43499,38142,9,12.5,134,0.30805306,63,87.5,5491,12.6232787
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Primary,58,23120,20637,8,13.7931,57,0.24653979,50,86.2068,2540,10.98615917
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Secondary,14,20379,17505,1,7.1428,77,0.37783993,13,92.8571,2951,14.48059277
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Total,528,231932,209353,112,21.2121,1443,0.62216512,416,78.7878,24022,10.35734612
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Primary,448,129057,118062,94,20.9821,705,0.54627025,354,79.0178,11700,9.06576164
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Secondary,80,102875,91291,18,22.5,738,0.71737546,62,77.5,12322,11.97764277
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Total,45,31221,29085,7,15.5555,152,0.4868518,38,84.4444,2288,7.32840076
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Primary,33,16330,14999,4,12.1212,14,0.08573178,29,87.8787,1345,8.23637477
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Secondary,12,14891,14086,3,25,138,0.92673427,9,75,943,6.33268417
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Total,52,33199,28681,6,11.5384,58,0.17470406,46,88.4615,4576,13.7835477
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Primary,39,18574,17316,4,10.2564,6,0.03230322,35,89.7435,1264,6.80521159
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Secondary,13,14625,11365,2,15.3846,52,0.35555556,11,84.6153,3312,22.64615385
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Total,484,211387,187119,79,16.3223,618,0.29235478,405,83.6776,24886,11.77272018
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Primary,402,108410,97802,63,15.6716,241,0.22230422,339,84.3283,10849,10.00737939
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Secondary,82,102977,89317,16,19.5121,377,0.36610117,66,80.4878,14037,13.6311992
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Total,404,132399,112048,68,16.8316,753,0.56873541,335,82.9207,21014,15.87172109
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Primary,351,74974,63880,54,15.3846,379,0.50550858,296,84.3304,11383,15.18259663
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Secondary,53,57425,48168,14,26.415,374,0.65128428,39,73.5849,9631,16.77144101
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Total,299,112590,96973,37,12.3745,446,0.39612754,262,87.6254,16063,14.26680878
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Primary,253,63465,54880,30,11.8577,197,0.31040731,223,88.1422,8782,13.83754825
202021,Academic year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Secondary,46,49125,42093,7,15.2173,249,0.50687023,39,84.7826,7281,14.82137405
202021,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Total,220,89277,83381,54,24.5454,722,0.80871893,166,75.4545,6618,7.4128835
202021,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Primary,184,46950,43533,42,22.826,223,0.47497338,142,77.1739,3640,7.75292865
202021,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Secondary,36,42327,39848,12,33.3333,499,1.17891653,24,66.6666,2978,7.03569825
202021,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Total,103,55235,46743,12,11.6504,253,0.45804291,91,88.3495,8745,15.83235267
202021,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Primary,89,30473,26073,9,10.1123,87,0.28549864,80,89.8876,4487,14.72451022
202021,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Secondary,14,24762,20670,3,21.4285,166,0.67038204,11,78.5714,4258,17.19570309
202021,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Total,174,71531,65032,38,21.839,404,0.56479009,136,78.1609,6903,9.65036138
202021,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Primary,148,40085,37277,34,22.9729,289,0.72096794,114,77.027,3097,7.72608208
202021,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Secondary,26,31446,27755,4,15.3846,115,0.36570629,22,84.6153,3806,12.10328818
202021,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Total,62,35995,30772,10,16.129,241,0.66953744,52,83.8709,5464,15.1798861
202021,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Primary,52,20984,18069,9,17.3076,86,0.40983607,43,82.6923,3001,14.30137247
202021,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Secondary,10,15011,12703,1,10,155,1.03257611,9,90,2463,16.40796749
202021,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Total,493,193962,177194,105,21.2981,1605,0.82748167,388,78.7018,18373,9.47247399
202021,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Primary,425,114613,105666,86,20.2352,904,0.78874124,339,79.7647,9851,8.59501104
202021,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Secondary,68,79349,71528,19,27.9411,701,0.88343898,49,72.0588,8522,10.7398959
202021,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Total,57,28955,25868,8,14.035,30,0.10360905,49,85.9649,3117,10.76498014
202021,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Primary,46,17035,15636,6,13.0434,8,0.04696214,40,86.9565,1407,8.25946581
202021,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Secondary,11,11920,10232,2,18.1818,22,0.18456376,9,81.8181,1710,14.34563758
202021,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Total,67,35832,31741,9,13.4328,123,0.34326859,58,86.5671,4214,11.7604376
202021,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Primary,55,22584,19788,7,12.7272,31,0.13726532,48,87.2727,2827,12.51771165
202021,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Secondary,12,13248,11953,2,16.6666,92,0.69444444,10,83.3333,1387,10.46950483
202021,Academic year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Total,36,21322,17584,5,13.8888,7,0.03282994,31,86.1111,3745,17.56401838
202021,Academic year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Primary,29,11161,9826,4,13.7931,5,0.04479885,25,86.2068,1340,12.00609264
202021,Academic year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Secondary,7,10161,7758,1,14.2857,2,0.0196831,6,85.7142,2405,23.66893022
202021,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Total,60,24935,21626,7,11.6666,6,0.02406256,53,88.3333,3315,13.29456587
202021,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Primary,46,11444,10292,6,13.0434,4,0.03495281,40,86.9565,1156,10.10136316
202021,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Secondary,14,13491,11334,1,7.1428,2,0.0148247,13,92.8571,2159,16.00326143
202021,Academic year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Total,76,27856,25326,15,19.7368,80,0.28719127,61,80.2631,2610,9.36961516
202021,Academic year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Primary,66,14229,13159,15,22.7272,80,0.56223206,51,77.2727,1150,8.08208588
202021,Academic year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Secondary,10,13627,12167,0,0,0,0,10,100,1460,10.71402363
