time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,education_phase,count_schools,school_places,pupils_on_roll,at_or_over_capacity_schools,percent_at_or_over_capacity_schools,pupils_over_capacity,percent_pupils_over_capacity,under_capacity_schools,percent_under_capacity_schools,unfilled_places,percent_unfilled_places
202324,Academic year,National,E92000001,England,,,,,,Total,20174,9002372,7996581,3532,17.5076,57725,0.64121989,16642,82.4923,1063516,11.81373087
202324,Academic year,National,E92000001,England,,,,,,Primary,16759,4950124,4359531,2721,16.236,20737,0.4189188,14038,83.7639,611330,12.34979164
202324,Academic year,National,E92000001,England,,,,,,Secondary,3415,4052248,3637050,811,23.7481,36988,0.9127773,2604,76.2518,452186,11.15889255
202324,Academic year,Regional,E92000001,England,E12000001,North East,,,,Total,1035,417468,360651,115,11.1111,1866,0.44698037,920,88.8888,58683,14.0568858
202324,Academic year,Regional,E92000001,England,E12000001,North East,,,,Primary,862,230479,196138,79,9.1647,579,0.25121595,783,90.8352,34920,15.15105498
202324,Academic year,Regional,E92000001,England,E12000001,North East,,,,Secondary,173,186989,164513,36,20.8092,1287,0.68827578,137,79.1907,23763,12.70823417
202324,Academic year,Regional,E92000001,England,E12000002,North West,,,,Total,2904,1181246,1076393,631,21.7286,7765,0.65735672,2273,78.2713,112618,9.53383123
202324,Academic year,Regional,E92000001,England,E12000002,North West,,,,Primary,2438,665309,607423,510,20.9187,3944,0.59280725,1928,79.0812,61830,9.29342606
202324,Academic year,Regional,E92000001,England,E12000002,North West,,,,Secondary,466,515937,468970,121,25.9656,3821,0.7405943,345,74.0343,50788,9.84383752
202324,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Total,2091,892183,794492,332,15.8775,4668,0.52321105,1759,84.1224,102359,11.47287048
202324,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Primary,1769,497667,440781,272,15.3759,1968,0.39544515,1497,84.624,58854,11.82598002
202324,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Secondary,322,394516,353711,60,18.6335,2700,0.68438289,262,81.3664,43505,11.02743615
202324,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Total,1944,779247,698470,327,16.8209,5583,0.71646089,1617,83.179,86360,11.08249374
202324,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Primary,1653,431379,382246,260,15.7289,2015,0.46710665,1393,84.271,51148,11.85685905
202324,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Secondary,291,347868,316224,67,23.024,3568,1.02567641,224,76.9759,35212,10.12223027
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Total,2196,986712,902837,528,24.0437,8648,0.87644622,1668,75.9562,92523,9.37690025
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Primary,1775,534443,491074,404,22.7605,3323,0.62176883,1371,77.2394,46692,8.73657247
202324,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Secondary,421,452269,411763,124,29.4536,5325,1.17739664,297,70.5463,45831,10.13357095
202324,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Total,2374,1037316,918947,379,15.9646,4950,0.47719306,1995,84.0353,123319,11.88827705
202324,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Primary,1986,568555,497957,293,14.7532,1653,0.29073704,1693,85.2467,72251,12.7078295
202324,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Secondary,388,468761,420990,86,22.1649,3297,0.70334349,302,77.835,51068,10.89425101
202324,Academic year,Regional,E92000001,England,E12000007,London,,,,Total,2288,1413799,1216064,289,12.6311,9165,0.64825339,1999,87.3688,206900,14.63432921
202324,Academic year,Regional,E92000001,England,E12000007,London,,,,Primary,1787,768067,641535,174,9.7369,2244,0.29216201,1613,90.263,128776,16.76624565
202324,Academic year,Regional,E92000001,England,E12000007,London,,,,Secondary,501,645732,574529,115,22.954,6921,1.07180688,386,77.0459,78124,12.09851765
202324,Academic year,Regional,E92000001,England,E12000008,South East,,,,Total,3119,1430758,1290551,623,19.9743,10028,0.70088722,2496,80.0256,150235,10.50037812
202324,Academic year,Regional,E92000001,England,E12000008,South East,,,,Primary,2604,783946,703705,487,18.7019,3370,0.42987655,2117,81.298,83611,10.66540297
202324,Academic year,Regional,E92000001,England,E12000008,South East,,,,Secondary,515,646812,586846,136,26.4077,6658,1.02935629,379,73.5922,66624,10.30036548
202324,Academic year,Regional,E92000001,England,E12000009,South West,,,,Total,2223,863643,738176,308,13.8551,5052,0.58496393,1915,86.1448,130519,15.11261019
202324,Academic year,Regional,E92000001,England,E12000009,South West,,,,Primary,1885,470279,398672,242,12.8381,1641,0.3489418,1643,87.1618,73248,15.57543501
202324,Academic year,Regional,E92000001,England,E12000009,South West,,,,Secondary,338,393364,339504,66,19.5266,3411,0.86713578,272,80.4733,57271,14.5592886
202324,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Total,868,473099,391345,76,8.7557,3104,0.65609946,792,91.2442,84858,17.93662637
202324,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Primary,692,263997,206166,37,5.3468,683,0.25871506,655,94.6531,58514,22.16464581
202324,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Secondary,176,209102,185179,39,22.159,2421,1.15780815,137,77.8409,26344,12.59863607
202324,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Total,1420,940700,824719,213,15,6061,0.64430743,1207,85,122042,12.97353035
202324,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Primary,1095,504070,435369,137,12.5114,1561,0.30967921,958,87.4885,70262,13.93893705
202324,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Secondary,325,436630,389350,76,23.3846,4500,1.03062089,249,76.6153,51780,11.85901106
202324,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Total,77,29872,26777,14,18.1818,145,0.48540439,63,81.8181,3240,10.84627745
202324,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Primary,67,17066,14558,12,17.9104,85,0.49806633,55,82.0895,2593,15.19395289
202324,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Secondary,10,12806,12219,2,20,60,0.46853038,8,80,647,5.05231923
202324,Academic year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Total,89,44537,39458,19,21.3483,348,0.78137279,70,78.6516,5427,12.18537396
202324,Academic year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Primary,72,22892,21160,13,18.0555,49,0.21404858,59,81.9444,1781,7.78001048
202324,Academic year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Secondary,17,21645,18298,6,35.2941,299,1.38138138,11,64.7058,3646,16.84453684
202324,Academic year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Total,71,32186,28677,11,15.4929,390,1.21170695,60,84.507,3899,12.11396259
202324,Academic year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Primary,55,16488,14456,6,10.909,66,0.40029112,49,89.0909,2098,12.72440563
202324,Academic year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Secondary,16,15698,14221,5,31.25,324,2.06395719,11,68.75,1801,11.47279908
202324,Academic year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Total,53,22954,21133,7,13.2075,65,0.28317505,46,86.7924,1886,8.21643287
202324,Academic year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Primary,45,12814,11607,5,11.1111,26,0.20290307,40,88.8888,1233,9.62228812
202324,Academic year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Secondary,8,10140,9526,2,25,39,0.38461538,6,75,653,6.43984221
202324,Academic year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Total,99,42729,37482,8,8.0808,188,0.43998221,91,91.9191,5435,12.71969857
202324,Academic year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Primary,81,23615,20599,4,4.9382,41,0.17361846,77,95.0617,3057,12.94516197
202324,Academic year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Secondary,18,19114,16883,4,22.2222,147,0.76906979,14,77.7777,2378,12.44114262
202324,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Total,35,16045,13534,1,2.8571,37,0.23060143,34,97.1428,2548,15.88033655
202324,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Primary,30,9243,7688,0,0,0,0,30,100,1555,16.82354214
202324,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Secondary,5,6802,5846,1,20,37,0.54395766,4,80,993,14.59864746
202324,Academic year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Total,49,25371,23078,5,10.204,34,0.13401127,44,89.7959,2327,9.17188916
202324,Academic year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Primary,41,14946,13862,4,9.756,31,0.20741335,37,90.2439,1115,7.46019002
202324,Academic year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Secondary,8,10425,9216,1,12.5,3,0.02877698,7,87.5,1212,11.62589928
202324,Academic year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Total,54,22195,18890,6,11.1111,71,0.31989187,48,88.8888,3376,15.21063303
202324,Academic year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Primary,44,12723,10548,4,9.0909,36,0.28295213,40,90.909,2211,17.37797689
202324,Academic year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Secondary,10,9472,8342,2,20,35,0.36951014,8,80,1165,12.29940878
202324,Academic year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Total,73,33246,29247,8,10.9589,76,0.22859893,65,89.041,4075,12.25711364
202324,Academic year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Primary,60,19783,16697,6,10,47,0.23757772,54,90,3133,15.8368296
202324,Academic year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Secondary,13,13463,12550,2,15.3846,29,0.21540518,11,84.6153,942,6.99695462
202324,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Total,241,80295,66119,21,8.7136,306,0.38109471,220,91.2863,14482,18.03599228
202324,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Primary,211,46342,37462,17,8.0568,156,0.33662768,194,91.9431,9036,19.49851107
202324,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Secondary,30,33953,28657,4,13.3333,150,0.44178718,26,86.6666,5446,16.03981975
202324,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Total,37,16619,15060,5,13.5135,97,0.58366929,32,86.4864,1656,9.96449847
202324,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Primary,29,9320,8256,3,10.3448,21,0.22532189,26,89.6551,1085,11.6416309
202324,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Secondary,8,7299,6804,2,25,76,1.04123853,6,75,571,7.82298945
202324,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Total,157,51419,41196,10,6.3694,109,0.2119839,147,93.6305,10332,20.09373967
202324,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Primary,127,25247,19245,5,3.937,21,0.0831782,122,96.0629,6023,23.85629976
202324,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Secondary,30,26172,21951,5,16.6666,88,0.3362372,25,83.3333,4309,16.46416017
202324,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Total,56,20870,19404,9,16.0714,135,0.64686152,47,83.9285,1601,7.67129851
202324,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Primary,50,14420,13447,7,14,56,0.38834951,43,86,1029,7.13592233
202324,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Secondary,6,6450,5957,2,33.3333,79,1.2248062,4,66.6666,572,8.86821705
202324,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Total,147,76959,72259,42,28.5714,415,0.53924817,105,71.4285,5115,6.64639613
202324,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Primary,115,40605,38784,35,30.4347,225,0.55411895,80,69.5652,2046,5.03878833
202324,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Secondary,32,36354,33475,7,21.875,190,0.5226385,25,78.125,3069,8.44198713
202324,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Total,63,27869,25641,8,12.6984,124,0.44493882,55,87.3015,2352,8.43948473
202324,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Primary,54,15886,14344,5,9.2592,25,0.15737127,49,90.7407,1567,9.86403122
202324,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Secondary,9,11983,11297,3,33.3333,99,0.82617041,6,66.6666,785,6.55094718
202324,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Total,92,42198,37725,26,28.2608,371,0.87918859,66,71.7391,4844,11.47921702
202324,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Primary,74,22733,20816,19,25.6756,184,0.80939603,55,74.3243,2101,9.242071
202324,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Secondary,18,19465,16909,7,38.8888,187,0.96069869,11,61.1111,2743,14.09195993
202324,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Total,110,53375,46635,16,14.5454,131,0.24543326,94,85.4545,6871,12.87306792
202324,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Primary,90,28151,24401,14,15.5555,113,0.4014067,76,84.4444,3863,13.72242549
202324,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Secondary,20,25224,22234,2,10,18,0.07136061,18,90,3008,11.92515065
202324,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Total,117,52755,50313,49,41.8803,414,0.78475974,68,58.1196,2856,5.41370486
202324,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Primary,97,28816,28135,42,43.2989,264,0.91615769,55,56.701,945,3.2794281
202324,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Secondary,20,23939,22178,7,35,150,0.62659259,13,65,1911,7.98278959
202324,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Total,77,29659,27314,23,29.8701,408,1.3756364,54,70.1298,2753,9.28217404
202324,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Primary,64,17941,15911,15,23.4375,157,0.87509057,49,76.5625,2187,12.18995597
202324,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Secondary,13,11718,11403,8,61.5384,251,2.14200375,5,38.4615,566,4.8301758
202324,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Total,167,91374,85627,44,26.3473,718,0.78578151,123,73.6526,6465,7.07531683
202324,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Primary,135,52731,49271,29,21.4814,198,0.3754907,106,78.5185,3658,6.93709583
202324,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Secondary,32,38643,36356,15,46.875,520,1.34565122,17,53.125,2807,7.26392878
202324,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Total,100,46505,42542,23,23,216,0.46446619,77,77,4179,8.98613052
202324,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Primary,86,25935,24042,20,23.2558,104,0.40100251,66,76.7441,1997,7.70001928
202324,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Secondary,14,20570,18500,3,21.4285,112,0.54448226,11,78.5714,2182,10.60768109
202324,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Total,82,38493,36125,18,21.9512,66,0.17145975,64,78.0487,2434,6.3232276
202324,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Primary,69,22937,21695,17,24.6376,57,0.24850678,52,75.3623,1299,5.66333871
202324,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Secondary,13,15556,14430,1,7.6923,9,0.05785549,12,92.3076,1135,7.29622011
202324,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Total,92,38180,35568,19,20.6521,465,1.21791514,73,79.3478,3077,8.05919329
202324,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Primary,76,23758,22201,12,15.7894,114,0.47983837,64,84.2105,1671,7.03342032
202324,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Secondary,16,14422,13367,7,43.75,351,2.43378172,9,56.25,1406,9.74899459
202324,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Total,100,44734,40602,13,13,121,0.27048777,87,87,4253,9.50730988
202324,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Primary,86,27579,24461,9,10.4651,19,0.068893,77,89.5348,3137,11.37459661
202324,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Secondary,14,17155,16141,4,28.5714,102,0.59457884,10,71.4285,1116,6.50539201
202324,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Total,92,38496,35116,15,16.3043,192,0.49875312,77,83.6956,3572,9.27888612
202324,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Primary,76,22468,20135,9,11.8421,51,0.2269895,67,88.1578,2384,10.61064625
202324,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Secondary,16,16028,14981,6,37.5,141,0.87971051,10,62.5,1188,7.41202895
202324,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Total,82,43913,41279,29,35.3658,488,1.11128823,53,64.6341,3122,7.10951199
202324,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Primary,63,22303,21265,23,36.5079,339,1.51997489,40,63.492,1377,6.1740573
202324,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Secondary,19,21610,20014,6,31.5789,149,0.6894956,13,68.421,1745,8.07496529
202324,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Total,118,48589,46050,33,27.9661,432,0.88909012,85,72.0338,2971,6.11455268
202324,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Primary,99,27306,26163,30,30.303,374,1.36966235,69,69.6969,1517,5.55555556
202324,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Secondary,19,21283,19887,3,15.7894,58,0.27251797,16,84.2105,1454,6.83174365
202324,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Total,57,21634,17881,6,10.5263,13,0.0600906,51,89.4736,3766,17.40778404
202324,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Primary,49,11738,9830,6,12.2448,13,0.11075141,43,87.7551,1921,16.36565003
202324,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Secondary,8,9896,8051,0,0,0,0,8,100,1845,18.64389652
202324,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Total,82,34271,32073,28,34.1463,456,1.33057104,54,65.8536,2654,7.74415687
202324,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Primary,69,18993,17865,23,33.3333,203,1.06881483,46,66.6666,1331,7.007845
202324,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Secondary,13,15278,14208,5,38.4615,253,1.65597591,8,61.5384,1323,8.65951041
202324,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Total,563,185892,169474,122,21.6696,1143,0.61487315,441,78.3303,17561,9.44688314
202324,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Primary,481,106022,97074,105,21.8295,693,0.65363792,376,78.1704,9641,9.09339571
202324,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Secondary,82,79870,72400,17,20.7317,450,0.56341555,65,79.2682,7920,9.91611368
202324,Academic year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Total,68,29595,27046,14,20.5882,256,0.86501098,54,79.4117,2805,9.47795236
202324,Academic year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Primary,56,16865,15263,9,16.0714,53,0.3142603,47,83.9285,1655,9.81322265
202324,Academic year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Secondary,12,12730,11783,5,41.6666,203,1.59465829,7,58.3333,1150,9.03377848
202324,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Total,38,21129,18563,3,7.8947,37,0.17511477,35,92.1052,2603,12.31956079
202324,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Primary,30,12107,10948,3,10,37,0.30560833,27,90,1196,9.87858264
202324,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Secondary,8,9022,7615,0,0,0,0,8,100,1407,15.5952117
202324,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Total,146,59934,54846,27,18.4931,425,0.70911336,119,81.5068,5513,9.19845163
202324,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Primary,123,32358,29685,21,17.0731,185,0.57172878,102,82.9268,2858,8.83243711
202324,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Secondary,23,27576,25161,6,26.0869,240,0.87032202,17,73.913,2655,9.62793734
202324,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Total,149,55249,48731,24,16.1073,271,0.49050662,125,83.8926,6789,12.28800521
202324,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Primary,129,31029,27105,20,15.5038,158,0.50920107,109,84.4961,4082,13.15543524
202324,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Secondary,20,24220,21626,4,20,113,0.46655656,16,80,2707,11.17671346
202324,Academic year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,Total,164,44107,36945,17,10.3658,212,0.48064933,147,89.6341,7374,16.71843472
202324,Academic year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,Primary,145,24369,20008,16,11.0344,155,0.636054,129,88.9655,4516,18.53174115
202324,Academic year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,Secondary,19,19738,16937,1,5.2631,57,0.28878306,18,94.7368,2858,14.47968386
202324,Academic year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Total,142,35466,28634,23,16.1971,256,0.72181808,119,83.8028,7088,19.98533807
202324,Academic year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Primary,122,18259,14574,21,17.2131,167,0.91461745,101,82.7868,3852,21.09644559
202324,Academic year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Secondary,20,17207,14060,2,10,89,0.51723136,18,90,3236,18.80629976
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Total,88,35806,33154,17,19.3181,191,0.53343015,71,80.6818,2843,7.94001005
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Primary,77,21116,19404,14,18.1818,80,0.37885963,63,81.8181,1792,8.48645577
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Secondary,11,14690,13750,3,27.2727,111,0.75561607,8,72.7272,1051,7.15452689
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Total,118,52491,45184,13,11.0169,213,0.40578385,105,88.983,7520,14.32626546
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Primary,98,29723,25907,10,10.204,84,0.28260943,88,89.7959,3900,13.12115197
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Secondary,20,22768,19277,3,15,129,0.56658468,17,85,3620,15.89950808
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Total,112,48300,41850,15,13.3928,180,0.37267081,97,86.6071,6630,13.72670807
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Primary,96,26594,22670,12,12.5,42,0.15793036,84,87.5,3966,14.9131383
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Secondary,16,21706,19180,3,18.75,138,0.63576891,13,81.25,2664,12.27310421
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Total,163,84570,79548,42,25.7668,837,0.98971266,121,74.2331,5859,6.92798865
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Primary,133,46946,43643,34,25.5639,333,0.70932561,99,74.436,3636,7.7450688
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Secondary,30,37624,35905,8,26.6666,504,1.33957049,22,73.3333,2223,5.90846268
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Total,191,100495,92197,31,16.2303,552,0.54928106,160,83.7696,8850,8.80640828
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Primary,156,56670,51677,24,15.3846,106,0.18704782,132,84.6153,5099,8.99770602
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Secondary,35,43825,40520,7,20,446,1.01768397,28,80,3751,8.55904164
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Total,95,38256,33331,8,8.421,103,0.26923881,87,91.5789,5028,13.14303639
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Primary,82,20719,17191,6,7.317,55,0.26545683,76,92.6829,3583,17.29330566
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Secondary,13,17537,16140,2,15.3846,48,0.27370702,11,84.6153,1445,8.23972173
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Total,171,69831,64255,24,14.035,332,0.47543355,147,85.9649,5908,8.46042589
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Primary,144,40622,35974,12,8.3333,73,0.17970558,132,91.6666,4721,11.6217813
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Secondary,27,29209,28281,12,44.4444,259,0.886713,15,55.5555,1187,4.06381595
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Total,267,133937,122908,57,21.3483,587,0.43826575,210,78.6516,11616,8.6727342
202324,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Primary,222,73562,67973,50,22.5225,354,0.48122672,172,77.4774,5943,8.07889943
