time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,education_phase,pupil_forecast_and_202324_actuals
202425,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Primary,1079
202425,Academic year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Secondary,1455
202425,Academic year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Total,1734
202425,Academic year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Primary,763
202425,Academic year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Secondary,971
202425,Academic year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Total,1784
202425,Academic year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Primary,838
202425,Academic year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Secondary,946
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Total,5445
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Primary,2530
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Secondary,2915
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Total,1483
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Primary,745
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Secondary,738
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Total,1384
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Primary,656
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Secondary,728
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Total,882
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Primary,476
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Secondary,406
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Total,1098
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Primary,486
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Secondary,612
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Total,1199
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Primary,593
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Secondary,606
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Total,1191
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Primary,598
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Secondary,593
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Total,3604
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Primary,1478
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Secondary,2126
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Total,1591
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Primary,672
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Secondary,919
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Total,629
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Primary,284
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Secondary,345
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Total,2198
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Primary,1035
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Secondary,1163
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Total,1034
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Primary,412
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Secondary,622
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Total,970
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Primary,481
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Secondary,489
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Total,2216
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Primary,872
202425,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Secondary,1344
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Total,1078
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Primary,605
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Secondary,473
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Total,416
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Primary,212
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Secondary,204
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Total,992
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Primary,429
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Secondary,563
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Total,2444
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Primary,875
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Secondary,1569
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Total,1108
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Primary,599
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Secondary,509
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Total,4224
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Primary,1584
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Secondary,2640
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Total,906
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Primary,331
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Secondary,575
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Total,1004
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Primary,539
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Secondary,465
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Total,4576
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Primary,1603
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Secondary,2973
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Total,2785
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Primary,1098
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Secondary,1687
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Total,2679
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Primary,1159
202425,Academic year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Secondary,1520
202425,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Total,2409
202425,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Primary,930
202425,Academic year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Secondary,1479
202425,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Total,1090
202425,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Primary,426
202425,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Secondary,664
202425,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Total,2145
202425,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Primary,812
202425,Academic year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Secondary,1333
202425,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Total,728
202425,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Primary,260
202425,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Secondary,468
202425,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Total,5385
202425,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Primary,2046
202425,Academic year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Secondary,3339
202425,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Total,853
202425,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Primary,408
202425,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Secondary,445
202425,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Total,982
202425,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Primary,436
202425,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Secondary,546
202425,Academic year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Total,415
202425,Academic year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Primary,152
202425,Academic year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Secondary,263
202425,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Total,412
202425,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Primary,169
202425,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Secondary,243
202425,Academic year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Total,566
202425,Academic year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Primary,228
202425,Academic year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Secondary,338
202425,Academic year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Total,893
202425,Academic year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Primary,362
202425,Academic year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Secondary,531
202425,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Total,974
202425,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Primary,502
202425,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Secondary,472
202425,Academic year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Total,596
202425,Academic year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Primary,238
202425,Academic year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Secondary,358
202425,Academic year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Total,8911
202425,Academic year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Primary,3433
202425,Academic year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Secondary,5478
202425,Academic year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Total,1793
202425,Academic year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Primary,723
202425,Academic year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Secondary,1070
202425,Academic year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Total,434
202425,Academic year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Primary,162
202425,Academic year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Secondary,272
202425,Academic year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Total,1954
202425,Academic year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Primary,668
202425,Academic year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Secondary,1286
202425,Academic year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Total,5931
202425,Academic year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Primary,2416
202425,Academic year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Secondary,3515
202425,Academic year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Total,3095
202425,Academic year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Primary,1364
202425,Academic year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Secondary,1731
202425,Academic year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Total,0
202425,Academic year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Primary,0
202425,Academic year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Secondary,0
202425,Academic year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Total,949
202425,Academic year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Primary,399
202425,Academic year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Secondary,550
202425,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Total,3112
202425,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Primary,1547
202425,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Secondary,1565
202425,Academic year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Total,813
202425,Academic year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Primary,334
202425,Academic year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Secondary,479
202425,Academic year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Total,937
202425,Academic year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Primary,283
202425,Academic year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Secondary,654
202425,Academic year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Total,1835
202425,Academic year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Primary,634
202425,Academic year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Secondary,1201
202425,Academic year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Total,1517
202425,Academic year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Primary,626
202425,Academic year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Secondary,891
202425,Academic year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Total,2988
202425,Academic year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Primary,1192
202425,Academic year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Secondary,1796
202425,Academic year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Total,1349
202425,Academic year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Primary,519
202425,Academic year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Secondary,830
202425,Academic year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Total,2705
202425,Academic year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Primary,821
202425,Academic year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Secondary,1884
202425,Academic year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Total,1017
202425,Academic year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Primary,446
202425,Academic year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Secondary,571
202425,Academic year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Total,802
202425,Academic year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Primary,171
202425,Academic year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Secondary,631
202425,Academic year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Total,1213
202425,Academic year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Primary,438
202425,Academic year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Secondary,775
202425,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Total,2856
202425,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Primary,1157
202425,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Secondary,1699
202425,Academic year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Total,1684
202425,Academic year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Primary,640
202425,Academic year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Secondary,1044
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Total,0
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Primary,0
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Secondary,0
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Total,508
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Primary,244
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Secondary,264
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Total,561
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Primary,301
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Secondary,260
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Total,533
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Primary,246
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Secondary,287
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Total,563
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Primary,234
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Secondary,329
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Total,349
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Primary,173
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Secondary,176
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Total,767
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Primary,367
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Secondary,400
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Total,1667
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Primary,791
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Secondary,876
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Total,907
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Primary,389
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Secondary,518
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Total,1049
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Primary,579
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Secondary,470
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Total,1108
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Primary,556
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Secondary,552
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Total,535
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Primary,224
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Secondary,311
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Total,882
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Primary,280
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Secondary,602
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Total,669
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Primary,326
202425,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Secondary,343
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Total,898
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Primary,362
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Secondary,536
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Total,1036
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Primary,439
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Secondary,597
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Total,1105
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Primary,608
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Secondary,497
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Total,1144
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Primary,500
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Secondary,644
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Total,1214
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Primary,639
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Secondary,575
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Total,1608
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Primary,788
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Secondary,820
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Total,1977
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Primary,928
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Secondary,1049
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Total,1619
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Primary,862
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Secondary,757
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Total,3672
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Primary,2047
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Secondary,1625
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Total,878
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Primary,451
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Secondary,427
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Total,1135
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Primary,565
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Secondary,570
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Total,1194
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Primary,581
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Secondary,613
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Total,1651
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Primary,686
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Secondary,965
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Total,776
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Primary,371
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Secondary,405
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Total,1104
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Primary,439
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Secondary,665
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Total,1016
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Primary,496
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Secondary,520
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Total,654
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Primary,243
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Secondary,411
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Total,909
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Primary,435
202425,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Secondary,474
