time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,education_phase,pupil_forecast_and_202324_actuals
202627,Academic year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Primary,1405
202627,Academic year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Secondary,1943
202627,Academic year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Total,0
202627,Academic year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Primary,0
202627,Academic year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Secondary,0
202627,Academic year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Total,909
202627,Academic year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Primary,403
202627,Academic year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Secondary,506
202627,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Total,3301
202627,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Primary,1685
202627,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Secondary,1616
202627,Academic year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Total,1210
202627,Academic year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Primary,594
202627,Academic year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Secondary,616
202627,Academic year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Total,1090
202627,Academic year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Primary,311
202627,Academic year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Secondary,779
202627,Academic year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Total,1900
202627,Academic year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Primary,654
202627,Academic year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Secondary,1246
202627,Academic year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Total,1726
202627,Academic year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Primary,702
202627,Academic year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Secondary,1024
202627,Academic year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Total,3777
202627,Academic year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Primary,1501
202627,Academic year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Secondary,2276
202627,Academic year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Total,1605
202627,Academic year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Primary,564
202627,Academic year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Secondary,1041
202627,Academic year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Total,2747
202627,Academic year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Primary,883
202627,Academic year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Secondary,1864
202627,Academic year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Total,1347
202627,Academic year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Primary,542
202627,Academic year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Secondary,805
202627,Academic year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Total,802
202627,Academic year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Primary,171
202627,Academic year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Secondary,631
202627,Academic year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Total,1556
202627,Academic year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Primary,601
202627,Academic year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Secondary,955
202627,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Total,3113
202627,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Primary,1313
202627,Academic year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Secondary,1800
202627,Academic year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Total,1780
202627,Academic year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Primary,678
202627,Academic year,Local authority,E92000001,England,E12000009,South West,933,E06000066,Somerset,Secondary,1102
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Total,0
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Primary,0
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Secondary,0
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Total,516
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Primary,244
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Secondary,272
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Total,740
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Primary,317
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Secondary,423
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Total,672
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Primary,311
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Secondary,361
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Total,669
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Primary,263
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Secondary,406
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Total,380
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Primary,179
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Secondary,201
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Total,778
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Primary,373
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Secondary,405
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Total,2102
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Primary,1016
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Secondary,1086
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Total,997
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Primary,437
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Secondary,560
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Total,1237
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Primary,691
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Secondary,546
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Total,1155
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Primary,576
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Secondary,579
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Total,627
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Primary,261
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Secondary,366
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Total,994
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Primary,469
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Secondary,525
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Total,708
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Primary,340
202627,Academic year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Secondary,368
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Total,1022
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Primary,404
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Secondary,618
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Total,1110
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Primary,490
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Secondary,620
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Total,1125
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Primary,644
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Secondary,481
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Total,1336
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Primary,500
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Secondary,836
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Total,1290
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Primary,644
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Secondary,646
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Total,1824
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Primary,885
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Secondary,939
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Total,2105
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Primary,1024
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Secondary,1081
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Total,1813
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Primary,967
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Secondary,846
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Total,4350
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Primary,2604
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Secondary,1746
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Total,1006
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Primary,507
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Secondary,499
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Total,1351
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Primary,671
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Secondary,680
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Total,1268
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Primary,599
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Secondary,669
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Total,1505
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Primary,630
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Secondary,875
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Total,832
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Primary,381
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Secondary,451
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Total,1214
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Primary,492
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Secondary,722
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Total,1160
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Primary,537
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Secondary,623
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Total,703
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Primary,252
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Secondary,451
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Total,981
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Primary,535
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Secondary,446
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Total,782
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Primary,360
202627,Academic year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Secondary,422
202728,Academic year,National,E92000001,England,,,,,,Total,263464
202728,Academic year,National,E92000001,England,,,,,,Primary,111011
202728,Academic year,National,E92000001,England,,,,,,Secondary,152453
202728,Academic year,Regional,E92000001,England,E12000001,North East,,,,Total,15072
202728,Academic year,Regional,E92000001,England,E12000001,North East,,,,Primary,6162
202728,Academic year,Regional,E92000001,England,E12000001,North East,,,,Secondary,8910
202728,Academic year,Regional,E92000001,England,E12000002,North West,,,,Total,36857
202728,Academic year,Regional,E92000001,England,E12000002,North West,,,,Primary,15242
202728,Academic year,Regional,E92000001,England,E12000002,North West,,,,Secondary,21615
202728,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Total,23461
202728,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Primary,10005
202728,Academic year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Secondary,13456
202728,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Total,21104
202728,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Primary,8800
202728,Academic year,Regional,E92000001,England,E12000004,East Midlands,,,,Secondary,12304
202728,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Total,29496
202728,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Primary,13122
202728,Academic year,Regional,E92000001,England,E12000005,West Midlands,,,,Secondary,16374
202728,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Total,25118
202728,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Primary,9997
202728,Academic year,Regional,E92000001,England,E12000006,East of England,,,,Secondary,15121
202728,Academic year,Regional,E92000001,England,E12000007,London,,,,Total,40229
202728,Academic year,Regional,E92000001,England,E12000007,London,,,,Primary,19454
202728,Academic year,Regional,E92000001,England,E12000007,London,,,,Secondary,20775
202728,Academic year,Regional,E92000001,England,E12000008,South East,,,,Total,44373
202728,Academic year,Regional,E92000001,England,E12000008,South East,,,,Primary,17190
202728,Academic year,Regional,E92000001,England,E12000008,South East,,,,Secondary,27183
202728,Academic year,Regional,E92000001,England,E12000009,South West,,,,Total,27754
202728,Academic year,Regional,E92000001,England,E12000009,South West,,,,Primary,11039
202728,Academic year,Regional,E92000001,England,E12000009,South West,,,,Secondary,16715
202728,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Total,12326
202728,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Primary,5818
202728,Academic year,Regional,E92000001,England,E13000001,Inner London,,,,Secondary,6508
202728,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Total,27903
202728,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Primary,13636
202728,Academic year,Regional,E92000001,England,E13000002,Outer London,,,,Secondary,14267
202728,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Total,780
202728,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Primary,407
202728,Academic year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Secondary,373
202728,Academic year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Total,1912
202728,Academic year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Primary,965
202728,Academic year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Secondary,947
202728,Academic year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Total,894
202728,Academic year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Primary,300
202728,Academic year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Secondary,594
202728,Academic year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Total,1232
202728,Academic year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Primary,481
202728,Academic year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Secondary,751
202728,Academic year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Total,1223
202728,Academic year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Primary,568
202728,Academic year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Secondary,655
202728,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Total,515
202728,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Primary,153
202728,Academic year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Secondary,362
202728,Academic year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Total,1424
202728,Academic year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Primary,746
202728,Academic year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Secondary,678
202728,Academic year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Total,1088
202728,Academic year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Primary,461
202728,Academic year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Secondary,627
202728,Academic year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Total,1060
202728,Academic year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Primary,439
202728,Academic year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Secondary,621
202728,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Total,2391
202728,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Primary,764
202728,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Secondary,1627
202728,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Total,380
202728,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Primary,138
202728,Academic year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Secondary,242
202728,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Total,2173
202728,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Primary,740
202728,Academic year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Secondary,1433
202728,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Total,724
202728,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Primary,215
202728,Academic year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Secondary,509
202728,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Total,2327
202728,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Primary,1141
202728,Academic year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Secondary,1186
202728,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Total,905
202728,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Primary,415
202728,Academic year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Secondary,490
202728,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Total,2000
202728,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Primary,855
202728,Academic year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Secondary,1145
202728,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Total,2638
202728,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Primary,1144
202728,Academic year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Secondary,1494
202728,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Total,1347
202728,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Primary,552
202728,Academic year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Secondary,795
202728,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Total,1124
202728,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Primary,428
202728,Academic year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Secondary,696
202728,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Total,3217
202728,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Primary,1312
202728,Academic year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Secondary,1905
202728,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Total,1714
202728,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Primary,1029
202728,Academic year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Secondary,685
202728,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Total,1094
202728,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Primary,422
202728,Academic year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Secondary,672
202728,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Total,1512
202728,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Primary,743
202728,Academic year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Secondary,769
202728,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Total,1647
202728,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Primary,544
202728,Academic year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Secondary,1103
202728,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Total,1560
202728,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Primary,714
202728,Academic year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Secondary,846
202728,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Total,1249
202728,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Primary,654
202728,Academic year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Secondary,595
202728,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Total,1404
202728,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Primary,616
202728,Academic year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Secondary,788
202728,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Total,833
202728,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Primary,426
202728,Academic year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Secondary,407
202728,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Total,1010
202728,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Primary,497
202728,Academic year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Secondary,513
202728,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Total,4151
202728,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Primary,586
202728,Academic year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Secondary,3565
202728,Academic year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Total,1110
202728,Academic year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Primary,584
202728,Academic year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Secondary,526
202728,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Total,936
202728,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Primary,441
202728,Academic year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Secondary,495
202728,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Total,1550
202728,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Primary,685
202728,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Secondary,865
202728,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Total,1463
202728,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Primary,666
202728,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Secondary,797
202728,Academic year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,Total,837
202728,Academic year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,Primary,332
202728,Academic year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,Secondary,505
202728,Academic year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Total,505
202728,Academic year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Primary,241
202728,Academic year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,Secondary,264
202728,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Total,970
202728,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Primary,324
202728,Academic year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Secondary,646
